County,Date,DailyCount,DailyDelta,LastUpdateDate
Aransas,2020-06-21,0,0,2020-08-09
Aransas,2020-06-22,0,0,2020-08-09
Aransas,2020-06-23,0,0,2020-08-09
Aransas,2020-06-24,0,0,2020-08-09
Aransas,2020-06-25,0,0,2020-08-09
Aransas,2020-06-26,0,0,2020-08-09
Aransas,2020-06-27,0,0,2020-08-09
Aransas,2020-06-28,0,0,2020-08-09
Aransas,2020-06-29,0,0,2020-08-09
Aransas,2020-06-30,0,0,2020-08-09
Aransas,2020-07-01,0,0,2020-08-09
Aransas,2020-07-02,0,0,2020-08-09
Aransas,2020-07-03,0,0,2020-08-09
Aransas,2020-07-04,0,0,2020-08-09
Aransas,2020-07-05,1,1,2020-08-09
Aransas,2020-07-06,1,0,2020-08-09
Aransas,2020-07-07,3,2,2020-08-09
Aransas,2020-07-08,4,1,2020-08-09
Aransas,2020-07-09,4,0,2020-08-09
Aransas,2020-07-10,4,0,2020-08-09
Aransas,2020-07-11,4,0,2020-08-09
Aransas,2020-07-12,4,0,2020-08-09
Aransas,2020-07-13,4,0,2020-08-09
Aransas,2020-07-14,4,0,2020-08-09
Aransas,2020-07-15,6,2,2020-08-09
Aransas,2020-07-16,6,0,2020-08-09
Aransas,2020-07-17,8,2,2020-08-09
Aransas,2020-07-18,8,0,2020-08-09
Aransas,2020-07-19,9,1,2020-08-09
Aransas,2020-07-20,10,1,2020-08-09
Aransas,2020-07-21,10,0,2020-08-09
Aransas,2020-07-22,10,0,2020-08-09
Aransas,2020-07-23,10,0,2020-08-09
Aransas,2020-07-24,10,0,2020-08-09
