TSA_ID,TSA_Name,Date,DailyCount_patients,DailyDelta_patients,DailyCount_beds,DailyDelta_beds,LastUpdateDate
F,Paris,2020-06-08,21,-1,785,1,2020-09-20
F,Paris,2020-06-09,29,8,765,-20,2020-09-20
F,Paris,2020-06-10,32,3,763,-2,2020-09-20
F,Paris,2020-06-11,25,-7,688,-75,2020-09-20
F,Paris,2020-06-12,29,4,789,101,2020-09-20
F,Paris,2020-06-13,28,-1,786,-3,2020-09-20
F,Paris,2020-06-14,30,2,786,0,2020-09-20
F,Paris,2020-06-15,28,-2,779,-7,2020-09-20
F,Paris,2020-06-16,26,-2,787,8,2020-09-20
F,Paris,2020-06-17,29,3,793,6,2020-09-20
F,Paris,2020-06-18,27,-2,780,-13,2020-09-20
F,Paris,2020-06-19,24,-3,786,6,2020-09-20
F,Paris,2020-06-20,27,3,793,7,2020-09-20
F,Paris,2020-06-21,24,-3,795,2,2020-09-20
F,Paris,2020-06-22,22,-2,767,-28,2020-09-20
F,Paris,2020-06-23,25,3,780,13,2020-09-20
F,Paris,2020-06-24,25,0,793,13,2020-09-20
F,Paris,2020-06-25,33,8,775,-18,2020-09-20
F,Paris,2020-06-26,32,-1,781,6,2020-09-20
F,Paris,2020-06-27,35,3,770,-11,2020-09-20
F,Paris,2020-06-28,34,-1,794,24,2020-09-20
F,Paris,2020-06-29,35,1,798,4,2020-09-20
F,Paris,2020-06-30,37,2,803,5,2020-09-20
F,Paris,2020-07-01,38,1,782,-21,2020-09-20
F,Paris,2020-07-02,38,0,796,14,2020-09-20
F,Paris,2020-07-03,43,5,824,28,2020-09-20
F,Paris,2020-07-04,46,3,819,-5,2020-09-20
F,Paris,2020-07-05,49,3,815,-4,2020-09-20
F,Paris,2020-07-06,51,2,770,-45,2020-09-20
F,Paris,2020-07-07,52,1,816,46,2020-09-20
F,Paris,2020-07-08,53,1,803,-13,2020-09-20
F,Paris,2020-07-09,58,5,786,-17,2020-09-20
F,Paris,2020-07-10,66,8,794,8,2020-09-20
F,Paris,2020-07-11,74,8,805,11,2020-09-20
F,Paris,2020-07-12,69,-5,809,4,2020-09-20
F,Paris,2020-07-13,70,1,804,-5,2020-09-20
F,Paris,2020-07-14,64,-6,788,-16,2020-09-20
F,Paris,2020-07-15,64,0,772,-16,2020-09-20
F,Paris,2020-07-16,57,-7,782,10,2020-09-20
F,Paris,2020-07-17,68,11,799,17,2020-09-20
F,Paris,2020-07-18,68,0,801,2,2020-09-20
F,Paris,2020-07-19,75,7,769,-32,2020-09-20
F,Paris,2020-07-20,74,-1,805,36,2020-09-20
F,Paris,2020-07-21,75,1,802,-3,2020-09-20
F,Paris,2020-07-22,82,7,798,-4,2020-09-20
F,Paris,2020-07-23,82,0,462,-336,2020-09-20
F,Paris,2020-07-24,122,40,838,376,2020-09-20
F,Paris,2020-07-25,132,10,706,-132,2020-09-20
F,Paris,2020-07-26,191,59,693,-13,2020-09-20
F,Paris,2020-07-27,125,-66,797,104,2020-09-20
F,Paris,2020-07-28,121,-4,344,-453,2020-09-20
F,Paris,2020-07-29,126,5,321,-23,2020-09-20
F,Paris,2020-07-30,123,-3,318,-3,2020-09-20
F,Paris,2020-07-31,113,-10,329,11,2020-09-20
F,Paris,2020-08-01,113,0,317,-12,2020-09-20
F,Paris,2020-08-02,114,1,313,-4,2020-09-20
F,Paris,2020-08-03,112,-2,333,20,2020-09-20
F,Paris,2020-08-04,109,-3,315,-18,2020-09-20
F,Paris,2020-08-05,109,0,288,-27,2020-09-20
F,Paris,2020-08-06,102,-7,297,9,2020-09-20
F,Paris,2020-08-07,113,11,298,1,2020-09-20
F,Paris,2020-08-09,102,-11,289,-2,2020-09-20
F,Paris,2020-08-10,115,13,313,24,2020-09-20
F,Paris,2020-08-11,110,-5,300,-13,2020-09-20
F,Paris,2020-08-12,105,-5,238,-62,2020-09-20
F,Paris,2020-08-13,105,0,232,-6,2020-09-20
F,Paris,2020-08-14,104,-1,237,5,2020-09-20
F,Paris,2020-08-15,94,-10,229,-8,2020-09-20
F,Paris,2020-08-17,112,18,219,-10,2020-09-20
F,Paris,2020-08-18,112,0,243,24,2020-09-20
F,Paris,2020-08-19,105,-7,250,7,2020-09-20
F,Paris,2020-08-20,107,2,244,-6,2020-09-20
F,Paris,2020-08-21,111,4,223,-21,2020-09-20
F,Paris,2020-08-22,108,-3,233,10,2020-09-20
F,Paris,2020-08-23,76,-32,244,11,2020-09-20
F,Paris,2020-08-24,110,34,242,-2,2020-09-20
F,Paris,2020-08-25,78,-32,243,1,2020-09-20
F,Paris,2020-08-26,76,-2,225,-18,2020-09-20
F,Paris,2020-08-27,72,-4,213,-12,2020-09-20
F,Paris,2020-08-28,72,0,203,-10,2020-09-20
F,Paris,2020-08-29,69,-3,214,11,2020-09-20
F,Paris,2020-08-30,67,-2,212,-2,2020-09-20
F,Paris,2020-08-31,64,-3,258,46,2020-09-20
F,Paris,2020-09-01,74,10,238,-20,2020-09-20
F,Paris,2020-09-02,77,3,243,5,2020-09-20
F,Paris,2020-09-03,77,0,248,5,2020-09-20
F,Paris,2020-09-04,72,-5,261,13,2020-09-20
F,Paris,2020-09-05,74,2,265,4,2020-09-20
F,Paris,2020-09-06,74,0,418,153,2020-09-20
F,Paris,2020-09-07,69,-5,436,18,2020-09-20
F,Paris,2020-09-08,71,2,288,-148,2020-09-20
F,Paris,2020-09-09,71,0,268,-20,2020-09-20
F,Paris,2020-09-10,81,10,259,-9,2020-09-20
F,Paris,2020-09-11,82,1,251,-8,2020-09-20
F,Paris,2020-09-12,70,-12,291,40,2020-09-20
F,Paris,2020-09-13,74,4,307,16,2020-09-20
F,Paris,2020-09-14,78,4,315,8,2020-09-20
F,Paris,2020-09-15,69,-9,312,-3,2020-09-20
F,Paris,2020-09-16,69,0,305,-7,2020-09-20
F,Paris,2020-09-17,67,-2,296,-9,2020-09-20
F,Paris,2020-09-18,64,-3,295,-1,2020-09-20
F,Paris,2020-09-19,67,3,265,-30,2020-09-20
F,Paris,,111,44,219,-46,2020-09-20
F,Paris,,103,-8,219,-46,2020-09-20
G,Longview/Tyler,2020-04-12,32,,714,,2020-09-20
G,Longview/Tyler,2020-04-13,26,-6,734,20,2020-09-20
G,Longview/Tyler,2020-04-14,33,7,739,5,2020-09-20
G,Longview/Tyler,2020-04-15,32,-1,752,13,2020-09-20
G,Longview/Tyler,2020-04-16,36,4,682,-70,2020-09-20
G,Longview/Tyler,2020-04-17,43,7,736,54,2020-09-20
G,Longview/Tyler,2020-04-18,36,-7,665,-71,2020-09-20
G,Longview/Tyler,2020-04-19,42,6,589,-76,2020-09-20
G,Longview/Tyler,2020-04-20,45,3,610,21,2020-09-20
G,Longview/Tyler,2020-04-21,47,2,659,49,2020-09-20
G,Longview/Tyler,2020-04-22,60,13,595,-64,2020-09-20
G,Longview/Tyler,2020-04-23,43,-17,590,-5,2020-09-20
G,Longview/Tyler,2020-04-24,48,5,664,74,2020-09-20
G,Longview/Tyler,2020-04-25,47,-1,618,-46,2020-09-20
G,Longview/Tyler,2020-04-26,54,7,578,-40,2020-09-20
G,Longview/Tyler,2020-04-27,53,-1,567,-11,2020-09-20
G,Longview/Tyler,2020-04-28,54,1,626,59,2020-09-20
G,Longview/Tyler,2020-04-29,53,-1,582,-44,2020-09-20
G,Longview/Tyler,2020-04-30,53,0,596,14,2020-09-20
G,Longview/Tyler,2020-05-01,63,10,601,5,2020-09-20
G,Longview/Tyler,2020-05-02,68,5,539,-62,2020-09-20
G,Longview/Tyler,2020-05-03,96,28,545,6,2020-09-20
G,Longview/Tyler,2020-05-04,67,-29,612,67,2020-09-20
G,Longview/Tyler,2020-05-05,54,-13,595,-17,2020-09-20
G,Longview/Tyler,2020-05-06,57,3,508,-87,2020-09-20
G,Longview/Tyler,2020-05-07,53,-4,500,-8,2020-09-20
G,Longview/Tyler,2020-05-08,50,-3,536,36,2020-09-20
G,Longview/Tyler,2020-05-09,55,5,548,12,2020-09-20
G,Longview/Tyler,2020-05-10,49,-6,607,59,2020-09-20
G,Longview/Tyler,2020-05-11,46,-3,617,10,2020-09-20
G,Longview/Tyler,2020-05-12,43,-3,651,34,2020-09-20
G,Longview/Tyler,2020-05-13,39,-4,535,-116,2020-09-20
G,Longview/Tyler,2020-05-14,40,1,555,20,2020-09-20
G,Longview/Tyler,2020-05-15,45,5,575,20,2020-09-20
G,Longview/Tyler,2020-05-16,40,-5,531,-44,2020-09-20
G,Longview/Tyler,2020-05-17,37,-3,470,-61,2020-09-20
G,Longview/Tyler,2020-05-18,41,4,567,97,2020-09-20
G,Longview/Tyler,2020-05-19,40,-1,572,5,2020-09-20
G,Longview/Tyler,2020-05-20,41,1,416,-156,2020-09-20
G,Longview/Tyler,2020-05-21,38,-3,442,26,2020-09-20
G,Longview/Tyler,2020-05-22,36,-2,440,-2,2020-09-20
G,Longview/Tyler,2020-05-23,42,6,457,17,2020-09-20
G,Longview/Tyler,2020-05-24,39,-3,423,-34,2020-09-20
G,Longview/Tyler,2020-05-25,40,1,482,59,2020-09-20
G,Longview/Tyler,2020-05-26,39,-1,497,15,2020-09-20
G,Longview/Tyler,2020-05-27,43,4,508,11,2020-09-20
G,Longview/Tyler,2020-05-28,43,0,458,-50,2020-09-20
G,Longview/Tyler,2020-05-29,44,1,518,60,2020-09-20
G,Longview/Tyler,2020-05-30,44,0,583,65,2020-09-20
G,Longview/Tyler,2020-05-31,46,2,570,-13,2020-09-20
G,Longview/Tyler,2020-06-01,49,3,601,31,2020-09-20
G,Longview/Tyler,2020-06-02,53,4,652,51,2020-09-20
G,Longview/Tyler,2020-06-03,52,-1,514,-138,2020-09-20
G,Longview/Tyler,2020-06-04,44,-8,534,20,2020-09-20
G,Longview/Tyler,2020-06-05,48,4,540,6,2020-09-20
G,Longview/Tyler,2020-06-06,43,-5,538,-2,2020-09-20
G,Longview/Tyler,2020-06-07,49,6,582,44,2020-09-20
G,Longview/Tyler,2020-06-08,54,5,484,-98,2020-09-20
G,Longview/Tyler,2020-06-09,51,-3,558,74,2020-09-20
G,Longview/Tyler,2020-06-10,50,-1,470,-88,2020-09-20
G,Longview/Tyler,2020-06-11,47,-3,441,-29,2020-09-20
G,Longview/Tyler,2020-06-12,50,3,530,89,2020-09-20
G,Longview/Tyler,2020-06-13,54,4,542,12,2020-09-20
G,Longview/Tyler,2020-06-14,53,-1,529,-13,2020-09-20
G,Longview/Tyler,2020-06-15,55,2,508,-21,2020-09-20
G,Longview/Tyler,2020-06-16,60,5,515,7,2020-09-20
G,Longview/Tyler,2020-06-17,57,-3,433,-82,2020-09-20
G,Longview/Tyler,2020-06-18,47,-10,428,-5,2020-09-20
G,Longview/Tyler,2020-06-19,52,5,445,17,2020-09-20
G,Longview/Tyler,2020-06-20,51,-1,408,-37,2020-09-20
G,Longview/Tyler,2020-06-21,51,0,511,103,2020-09-20
G,Longview/Tyler,2020-06-22,54,3,516,5,2020-09-20
G,Longview/Tyler,2020-06-23,56,2,547,31,2020-09-20
G,Longview/Tyler,2020-06-24,62,6,425,-122,2020-09-20
G,Longview/Tyler,2020-06-25,62,0,438,13,2020-09-20
G,Longview/Tyler,2020-06-26,73,11,435,-3,2020-09-20
G,Longview/Tyler,2020-06-27,75,2,541,106,2020-09-20
G,Longview/Tyler,2020-06-28,72,-3,521,-20,2020-09-20
G,Longview/Tyler,2020-06-29,85,13,603,82,2020-09-20
G,Longview/Tyler,2020-06-30,85,0,579,-24,2020-09-20
G,Longview/Tyler,2020-07-01,79,-6,559,-20,2020-09-20
G,Longview/Tyler,2020-07-02,91,12,484,-75,2020-09-20
G,Longview/Tyler,2020-07-03,96,5,500,16,2020-09-20
G,Longview/Tyler,2020-07-04,113,17,554,54,2020-09-20
G,Longview/Tyler,2020-07-05,116,3,577,23,2020-09-20
G,Longview/Tyler,2020-07-06,121,5,533,-44,2020-09-20
G,Longview/Tyler,2020-07-07,146,25,612,79,2020-09-20
G,Longview/Tyler,2020-07-08,148,2,509,-103,2020-09-20
G,Longview/Tyler,2020-07-09,151,3,477,-32,2020-09-20
G,Longview/Tyler,2020-07-10,162,11,461,-16,2020-09-20
G,Longview/Tyler,2020-07-11,159,-3,482,21,2020-09-20
G,Longview/Tyler,2020-07-12,220,61,547,65,2020-09-20
G,Longview/Tyler,2020-07-13,187,-33,543,-4,2020-09-20
G,Longview/Tyler,2020-07-14,197,10,533,-10,2020-09-20
G,Longview/Tyler,2020-07-15,206,9,464,-69,2020-09-20
G,Longview/Tyler,2020-07-16,220,14,484,20,2020-09-20
G,Longview/Tyler,2020-07-17,226,6,457,-27,2020-09-20
G,Longview/Tyler,2020-07-18,222,-4,432,-25,2020-09-20
G,Longview/Tyler,2020-07-19,221,-1,455,23,2020-09-20
G,Longview/Tyler,2020-07-20,242,21,472,17,2020-09-20
G,Longview/Tyler,2020-07-21,245,3,461,-11,2020-09-20
G,Longview/Tyler,2020-07-22,259,14,397,-64,2020-09-20
G,Longview/Tyler,2020-07-23,271,12,389,-8,2020-09-20
G,Longview/Tyler,2020-07-24,244,-27,399,10,2020-09-20
G,Longview/Tyler,2020-07-25,234,-10,476,77,2020-09-20
G,Longview/Tyler,2020-07-26,247,13,319,-157,2020-09-20
G,Longview/Tyler,2020-07-27,255,8,297,-22,2020-09-20
G,Longview/Tyler,2020-07-28,270,15,348,51,2020-09-20
G,Longview/Tyler,2020-07-29,272,2,270,-78,2020-09-20
G,Longview/Tyler,2020-07-30,269,-3,230,-40,2020-09-20
G,Longview/Tyler,2020-07-31,251,-18,268,38,2020-09-20
G,Longview/Tyler,2020-08-01,245,-6,260,-8,2020-09-20
G,Longview/Tyler,2020-08-02,241,-4,351,91,2020-09-20
G,Longview/Tyler,2020-08-03,243,2,329,-22,2020-09-20
G,Longview/Tyler,2020-08-04,256,13,347,18,2020-09-20
G,Longview/Tyler,2020-08-05,250,-6,304,-43,2020-09-20
G,Longview/Tyler,2020-08-06,259,9,267,-37,2020-09-20
G,Longview/Tyler,2020-08-07,263,4,269,2,2020-09-20
G,Longview/Tyler,2020-08-09,247,-16,306,19,2020-09-20
G,Longview/Tyler,2020-08-10,240,-7,366,60,2020-09-20
G,Longview/Tyler,2020-08-11,235,-5,429,63,2020-09-20
G,Longview/Tyler,2020-08-12,228,-7,351,-78,2020-09-20
G,Longview/Tyler,2020-08-13,230,2,358,7,2020-09-20
G,Longview/Tyler,2020-08-14,212,-18,351,-7,2020-09-20
G,Longview/Tyler,2020-08-15,218,6,348,-3,2020-09-20
G,Longview/Tyler,2020-08-17,225,7,442,94,2020-09-20
G,Longview/Tyler,2020-08-18,234,9,447,5,2020-09-20
G,Longview/Tyler,2020-08-19,233,-1,384,-63,2020-09-20
G,Longview/Tyler,2020-08-20,221,-12,415,31,2020-09-20
G,Longview/Tyler,2020-08-21,211,-10,427,12,2020-09-20
G,Longview/Tyler,2020-08-22,203,-8,463,36,2020-09-20
G,Longview/Tyler,2020-08-23,202,-1,446,-17,2020-09-20
G,Longview/Tyler,2020-08-24,196,-6,500,54,2020-09-20
G,Longview/Tyler,2020-08-25,206,10,470,-30,2020-09-20
G,Longview/Tyler,2020-08-26,192,-14,451,-19,2020-09-20
G,Longview/Tyler,2020-08-27,198,6,407,-44,2020-09-20
G,Longview/Tyler,2020-08-28,199,1,408,1,2020-09-20
G,Longview/Tyler,2020-08-29,204,5,459,51,2020-09-20
G,Longview/Tyler,2020-08-30,206,2,494,35,2020-09-20
G,Longview/Tyler,2020-08-31,213,7,490,-4,2020-09-20
G,Longview/Tyler,2020-09-01,222,9,428,-62,2020-09-20
G,Longview/Tyler,2020-09-02,220,-2,379,-49,2020-09-20
G,Longview/Tyler,2020-09-03,220,0,387,8,2020-09-20
G,Longview/Tyler,2020-09-04,218,-2,408,21,2020-09-20
G,Longview/Tyler,2020-09-05,201,-17,419,11,2020-09-20
G,Longview/Tyler,2020-09-06,185,-16,469,50,2020-09-20
G,Longview/Tyler,2020-09-07,194,9,498,29,2020-09-20
G,Longview/Tyler,2020-09-08,200,6,458,-40,2020-09-20
G,Longview/Tyler,2020-09-09,180,-20,480,22,2020-09-20
G,Longview/Tyler,2020-09-10,174,-6,406,-74,2020-09-20
G,Longview/Tyler,2020-09-11,188,14,442,36,2020-09-20
G,Longview/Tyler,2020-09-12,172,-16,415,-27,2020-09-20
G,Longview/Tyler,2020-09-13,172,0,424,9,2020-09-20
G,Longview/Tyler,2020-09-14,168,-4,452,28,2020-09-20
G,Longview/Tyler,2020-09-15,169,1,467,15,2020-09-20
G,Longview/Tyler,2020-09-16,170,1,449,-18,2020-09-20
G,Longview/Tyler,2020-09-17,177,7,404,-45,2020-09-20
G,Longview/Tyler,2020-09-18,164,-13,438,34,2020-09-20
G,Longview/Tyler,2020-09-19,159,-5,464,26,2020-09-20
G,Longview/Tyler,,262,103,442,-22,2020-09-20
G,Longview/Tyler,,229,-33,442,-22,2020-09-20
H,Lufkin,2020-04-12,15,,257,,2020-09-20
H,Lufkin,2020-04-13,18,3,253,-4,2020-09-20
H,Lufkin,2020-04-14,23,5,217,-36,2020-09-20
H,Lufkin,2020-04-15,15,-8,230,13,2020-09-20
H,Lufkin,2020-04-16,28,13,281,51,2020-09-20
H,Lufkin,2020-04-17,24,-4,242,-39,2020-09-20
H,Lufkin,2020-04-18,37,13,281,39,2020-09-20
H,Lufkin,2020-04-19,27,-10,279,-2,2020-09-20
H,Lufkin,2020-04-20,24,-3,287,8,2020-09-20
H,Lufkin,2020-04-21,24,0,286,-1,2020-09-20
H,Lufkin,2020-04-22,25,1,297,11,2020-09-20
H,Lufkin,2020-04-23,23,-2,241,-56,2020-09-20
H,Lufkin,2020-04-24,23,0,233,-8,2020-09-20
H,Lufkin,2020-04-25,20,-3,237,4,2020-09-20
H,Lufkin,2020-04-26,21,1,269,32,2020-09-20
H,Lufkin,2020-04-27,22,1,271,2,2020-09-20
H,Lufkin,2020-04-28,18,-4,287,16,2020-09-20
H,Lufkin,2020-04-29,19,1,276,-11,2020-09-20
H,Lufkin,2020-04-30,18,-1,281,5,2020-09-20
H,Lufkin,2020-05-01,16,-2,287,6,2020-09-20
H,Lufkin,2020-05-02,20,4,278,-9,2020-09-20
H,Lufkin,2020-05-03,16,-4,279,1,2020-09-20
H,Lufkin,2020-05-04,17,1,270,-9,2020-09-20
H,Lufkin,2020-05-05,18,1,262,-8,2020-09-20
H,Lufkin,2020-05-06,14,-4,236,-26,2020-09-20
H,Lufkin,2020-05-07,11,-3,234,-2,2020-09-20
H,Lufkin,2020-05-08,13,2,260,26,2020-09-20
H,Lufkin,2020-05-09,12,-1,252,-8,2020-09-20
H,Lufkin,2020-05-10,18,6,234,-18,2020-09-20
H,Lufkin,2020-05-11,13,-5,256,22,2020-09-20
H,Lufkin,2020-05-12,13,0,260,4,2020-09-20
H,Lufkin,2020-05-13,13,0,279,19,2020-09-20
H,Lufkin,2020-05-14,11,-2,291,12,2020-09-20
H,Lufkin,2020-05-15,13,2,247,-44,2020-09-20
H,Lufkin,2020-05-16,14,1,262,15,2020-09-20
H,Lufkin,2020-05-17,18,4,270,8,2020-09-20
H,Lufkin,2020-05-18,11,-7,270,0,2020-09-20
H,Lufkin,2020-05-19,10,-1,244,-26,2020-09-20
H,Lufkin,2020-05-20,11,1,235,-9,2020-09-20
H,Lufkin,2020-05-21,13,2,206,-29,2020-09-20
H,Lufkin,2020-05-22,9,-4,230,24,2020-09-20
H,Lufkin,2020-05-23,0,-9,266,36,2020-09-20
H,Lufkin,2020-05-24,9,9,258,-8,2020-09-20
H,Lufkin,2020-05-25,8,-1,261,3,2020-09-20
H,Lufkin,2020-05-26,11,3,269,8,2020-09-20
H,Lufkin,2020-05-27,13,2,269,0,2020-09-20
H,Lufkin,2020-05-28,9,-4,184,-85,2020-09-20
H,Lufkin,2020-05-29,16,7,197,13,2020-09-20
H,Lufkin,2020-05-30,13,-3,246,49,2020-09-20
H,Lufkin,2020-05-31,13,0,225,-21,2020-09-20
H,Lufkin,2020-06-01,16,3,228,3,2020-09-20
H,Lufkin,2020-06-02,16,0,246,18,2020-09-20
H,Lufkin,2020-06-03,15,-1,210,-36,2020-09-20
H,Lufkin,2020-06-04,14,-1,246,36,2020-09-20
H,Lufkin,2020-06-05,14,0,239,-7,2020-09-20
H,Lufkin,2020-06-06,14,0,239,0,2020-09-20
H,Lufkin,2020-06-07,15,1,235,-4,2020-09-20
H,Lufkin,2020-06-08,17,2,250,15,2020-09-20
H,Lufkin,2020-06-09,13,-4,236,-14,2020-09-20
H,Lufkin,2020-06-10,17,4,210,-26,2020-09-20
H,Lufkin,2020-06-11,14,-3,215,5,2020-09-20
H,Lufkin,2020-06-12,19,5,217,2,2020-09-20
H,Lufkin,2020-06-13,25,6,201,-16,2020-09-20
H,Lufkin,2020-06-14,26,1,215,14,2020-09-20
H,Lufkin,2020-06-15,28,2,207,-8,2020-09-20
H,Lufkin,2020-06-16,26,-2,228,21,2020-09-20
H,Lufkin,2020-06-17,25,-1,201,-27,2020-09-20
H,Lufkin,2020-06-18,23,-2,193,-8,2020-09-20
H,Lufkin,2020-06-19,23,0,194,1,2020-09-20
H,Lufkin,2020-06-20,19,-4,191,-3,2020-09-20
H,Lufkin,2020-06-21,22,3,256,65,2020-09-20
H,Lufkin,2020-06-22,24,2,230,-26,2020-09-20
H,Lufkin,2020-06-23,32,8,231,1,2020-09-20
H,Lufkin,2020-06-24,32,0,200,-31,2020-09-20
H,Lufkin,2020-06-25,35,3,200,0,2020-09-20
H,Lufkin,2020-06-26,34,-1,222,22,2020-09-20
H,Lufkin,2020-06-27,32,-2,194,-28,2020-09-20
H,Lufkin,2020-06-28,30,-2,209,15,2020-09-20
H,Lufkin,2020-06-29,31,1,228,19,2020-09-20
H,Lufkin,2020-06-30,30,-1,236,8,2020-09-20
H,Lufkin,2020-07-01,35,5,188,-48,2020-09-20
H,Lufkin,2020-07-02,38,3,179,-9,2020-09-20
H,Lufkin,2020-07-03,38,0,201,22,2020-09-20
H,Lufkin,2020-07-04,40,2,234,33,2020-09-20
H,Lufkin,2020-07-05,46,6,227,-7,2020-09-20
H,Lufkin,2020-07-06,46,0,247,20,2020-09-20
H,Lufkin,2020-07-07,55,9,210,-37,2020-09-20
H,Lufkin,2020-07-08,52,-3,169,-41,2020-09-20
H,Lufkin,2020-07-09,59,7,157,-12,2020-09-20
H,Lufkin,2020-07-10,64,5,133,-24,2020-09-20
H,Lufkin,2020-07-11,65,1,155,22,2020-09-20
H,Lufkin,2020-07-12,63,-2,183,28,2020-09-20
H,Lufkin,2020-07-13,60,-3,182,-1,2020-09-20
H,Lufkin,2020-07-14,73,13,174,-8,2020-09-20
H,Lufkin,2020-07-15,84,11,181,7,2020-09-20
H,Lufkin,2020-07-16,90,6,136,-45,2020-09-20
H,Lufkin,2020-07-17,94,4,97,-39,2020-09-20
H,Lufkin,2020-07-18,98,4,100,3,2020-09-20
H,Lufkin,2020-07-19,97,-1,130,30,2020-09-20
H,Lufkin,2020-07-20,100,3,122,-8,2020-09-20
H,Lufkin,2020-07-21,101,1,86,-36,2020-09-20
H,Lufkin,2020-07-22,106,5,132,46,2020-09-20
H,Lufkin,2020-07-23,104,-2,354,222,2020-09-20
H,Lufkin,2020-07-24,101,-3,108,-246,2020-09-20
H,Lufkin,2020-07-25,108,7,138,30,2020-09-20
H,Lufkin,2020-07-26,67,-41,122,-16,2020-09-20
H,Lufkin,2020-07-27,95,28,167,45,2020-09-20
H,Lufkin,2020-07-28,129,34,459,292,2020-09-20
H,Lufkin,2020-07-29,88,-41,154,-305,2020-09-20
H,Lufkin,2020-07-30,100,12,134,-20,2020-09-20
H,Lufkin,2020-07-31,92,-8,147,13,2020-09-20
H,Lufkin,2020-08-01,144,52,130,-17,2020-09-20
H,Lufkin,2020-08-02,100,-44,148,18,2020-09-20
H,Lufkin,2020-08-03,97,-3,144,-4,2020-09-20
H,Lufkin,2020-08-04,105,8,146,2,2020-09-20
H,Lufkin,2020-08-05,100,-5,130,-16,2020-09-20
H,Lufkin,2020-08-06,92,-8,207,77,2020-09-20
H,Lufkin,2020-08-07,88,-4,147,-60,2020-09-20
H,Lufkin,2020-08-09,80,-8,210,69,2020-09-20
H,Lufkin,2020-08-10,78,-2,196,-14,2020-09-20
H,Lufkin,2020-08-11,74,-4,126,-70,2020-09-20
H,Lufkin,2020-08-12,64,-10,165,39,2020-09-20
H,Lufkin,2020-08-13,79,15,143,-22,2020-09-20
H,Lufkin,2020-08-14,82,3,152,9,2020-09-20
H,Lufkin,2020-08-15,84,2,143,-9,2020-09-20
H,Lufkin,2020-08-17,79,-5,178,35,2020-09-20
H,Lufkin,2020-08-18,75,-4,126,-52,2020-09-20
H,Lufkin,2020-08-19,58,-17,131,5,2020-09-20
H,Lufkin,2020-08-20,74,16,151,20,2020-09-20
H,Lufkin,2020-08-21,68,-6,138,-13,2020-09-20
H,Lufkin,2020-08-22,64,-4,110,-28,2020-09-20
H,Lufkin,2020-08-23,69,5,155,45,2020-09-20
H,Lufkin,2020-08-24,68,-1,207,52,2020-09-20
H,Lufkin,2020-08-25,54,-14,206,-1,2020-09-20
H,Lufkin,2020-08-26,46,-8,178,-28,2020-09-20
H,Lufkin,2020-08-27,62,16,157,-21,2020-09-20
H,Lufkin,2020-08-28,51,-11,146,-11,2020-09-20
H,Lufkin,2020-08-29,60,9,177,31,2020-09-20
H,Lufkin,2020-08-30,51,-9,137,-40,2020-09-20
H,Lufkin,2020-08-31,52,1,154,17,2020-09-20
H,Lufkin,2020-09-01,53,1,134,-20,2020-09-20
H,Lufkin,2020-09-02,55,2,116,-18,2020-09-20
H,Lufkin,2020-09-03,64,9,144,28,2020-09-20
H,Lufkin,2020-09-04,53,-11,160,16,2020-09-20
H,Lufkin,2020-09-05,53,0,137,-23,2020-09-20
H,Lufkin,2020-09-06,52,-1,170,33,2020-09-20
H,Lufkin,2020-09-07,50,-2,201,31,2020-09-20
H,Lufkin,2020-09-08,43,-7,239,38,2020-09-20
H,Lufkin,2020-09-09,48,5,182,-57,2020-09-20
H,Lufkin,2020-09-10,44,-4,145,-37,2020-09-20
H,Lufkin,2020-09-11,43,-1,168,23,2020-09-20
H,Lufkin,2020-09-12,39,-4,160,-8,2020-09-20
H,Lufkin,2020-09-13,24,-15,163,3,2020-09-20
H,Lufkin,2020-09-14,31,7,163,0,2020-09-20
H,Lufkin,2020-09-15,41,10,141,-22,2020-09-20
H,Lufkin,2020-09-16,44,3,122,-19,2020-09-20
H,Lufkin,2020-09-17,48,4,146,24,2020-09-20
H,Lufkin,2020-09-18,42,-6,142,-4,2020-09-20
H,Lufkin,2020-09-19,31,-11,159,17,2020-09-20
H,Lufkin,,66,35,174,15,2020-09-20
H,Lufkin,,75,9,174,15,2020-09-20
I,El Paso,2020-04-12,14,,702,,2020-09-20
I,El Paso,2020-04-13,23,9,693,-9,2020-09-20
I,El Paso,2020-04-14,12,-11,693,0,2020-09-20
I,El Paso,2020-04-15,30,18,704,11,2020-09-20
I,El Paso,2020-04-16,24,-6,705,1,2020-09-20
I,El Paso,2020-04-17,28,4,696,-9,2020-09-20
I,El Paso,2020-04-18,33,5,720,24,2020-09-20
I,El Paso,2020-04-19,24,-9,714,-6,2020-09-20
I,El Paso,2020-04-20,29,5,710,-4,2020-09-20
I,El Paso,2020-04-21,49,20,296,-414,2020-09-20
I,El Paso,2020-04-22,49,0,552,256,2020-09-20
I,El Paso,2020-04-23,52,3,570,18,2020-09-20
I,El Paso,2020-04-24,56,4,585,15,2020-09-20
I,El Paso,2020-04-25,52,-4,538,-47,2020-09-20
I,El Paso,2020-04-26,60,8,529,-9,2020-09-20
I,El Paso,2020-04-27,67,7,536,7,2020-09-20
I,El Paso,2020-04-28,65,-2,584,48,2020-09-20
