TSA_ID,TSA_Name,Date,DailyCount_patients,DailyDelta_patients,DailyCount_beds,DailyDelta_beds,LastUpdateDate
A,Amarillo,2020-04-12,17,,613,,2020-09-20
A,Amarillo,2020-04-13,17,0,251,-362,2020-09-20
A,Amarillo,2020-04-14,17,0,571,320,2020-09-20
A,Amarillo,2020-04-15,40,23,519,-52,2020-09-20
A,Amarillo,2020-04-16,18,-22,668,149,2020-09-20
A,Amarillo,2020-04-17,24,6,645,-23,2020-09-20
A,Amarillo,2020-04-18,18,-6,638,-7,2020-09-20
A,Amarillo,2020-04-19,35,17,548,-90,2020-09-20
A,Amarillo,2020-04-20,17,-18,572,24,2020-09-20
A,Amarillo,2020-04-21,17,0,572,0,2020-09-20
A,Amarillo,2020-04-22,41,24,527,-45,2020-09-20
A,Amarillo,2020-04-23,41,0,504,-23,2020-09-20
A,Amarillo,2020-04-24,40,-1,534,30,2020-09-20
A,Amarillo,2020-04-25,46,6,479,-55,2020-09-20
A,Amarillo,2020-04-26,59,13,462,-17,2020-09-20
A,Amarillo,2020-04-27,64,5,468,6,2020-09-20
A,Amarillo,2020-04-28,67,3,432,-36,2020-09-20
A,Amarillo,2020-04-29,82,15,434,2,2020-09-20
A,Amarillo,2020-04-30,84,2,586,152,2020-09-20
A,Amarillo,2020-05-01,87,3,582,-4,2020-09-20
A,Amarillo,2020-05-02,91,4,477,-105,2020-09-20
A,Amarillo,2020-05-03,101,10,468,-9,2020-09-20
A,Amarillo,2020-05-04,94,-7,466,-2,2020-09-20
A,Amarillo,2020-05-05,90,-4,475,9,2020-09-20
A,Amarillo,2020-05-06,96,6,464,-11,2020-09-20
A,Amarillo,2020-05-07,109,13,532,68,2020-09-20
A,Amarillo,2020-05-08,112,3,507,-25,2020-09-20
A,Amarillo,2020-05-09,109,-3,508,1,2020-09-20
A,Amarillo,2020-05-10,103,-6,481,-27,2020-09-20
A,Amarillo,2020-05-11,98,-5,478,-3,2020-09-20
A,Amarillo,2020-05-12,94,-4,495,17,2020-09-20
A,Amarillo,2020-05-13,82,-12,482,-13,2020-09-20
A,Amarillo,2020-05-14,84,2,455,-27,2020-09-20
A,Amarillo,2020-05-15,79,-5,526,71,2020-09-20
A,Amarillo,2020-05-16,80,1,516,-10,2020-09-20
A,Amarillo,2020-05-17,72,-8,511,-5,2020-09-20
A,Amarillo,2020-05-18,68,-4,455,-56,2020-09-20
A,Amarillo,2020-05-19,70,2,457,2,2020-09-20
A,Amarillo,2020-05-20,75,5,423,-34,2020-09-20
A,Amarillo,2020-05-21,63,-12,487,64,2020-09-20
A,Amarillo,2020-05-22,53,-10,486,-1,2020-09-20
A,Amarillo,2020-05-23,55,2,450,-36,2020-09-20
A,Amarillo,2020-05-24,55,0,476,26,2020-09-20
A,Amarillo,2020-05-25,55,0,483,7,2020-09-20
A,Amarillo,2020-05-26,61,6,479,-4,2020-09-20
A,Amarillo,2020-05-27,59,-2,474,-5,2020-09-20
A,Amarillo,2020-05-28,63,4,495,21,2020-09-20
A,Amarillo,2020-05-29,24,-39,447,-48,2020-09-20
A,Amarillo,2020-05-30,58,34,399,-48,2020-09-20
A,Amarillo,2020-05-31,39,-19,404,5,2020-09-20
A,Amarillo,2020-06-01,47,8,415,11,2020-09-20
A,Amarillo,2020-06-02,45,-2,401,-14,2020-09-20
A,Amarillo,2020-06-03,46,1,385,-16,2020-09-20
A,Amarillo,2020-06-04,38,-8,373,-12,2020-09-20
A,Amarillo,2020-06-05,31,-7,378,5,2020-09-20
A,Amarillo,2020-06-06,32,1,462,84,2020-09-20
A,Amarillo,2020-06-07,31,-1,426,-36,2020-09-20
A,Amarillo,2020-06-08,25,-6,402,-24,2020-09-20
A,Amarillo,2020-06-09,29,4,399,-3,2020-09-20
A,Amarillo,2020-06-10,25,-4,386,-13,2020-09-20
A,Amarillo,2020-06-11,23,-2,465,79,2020-09-20
A,Amarillo,2020-06-12,17,-6,470,5,2020-09-20
A,Amarillo,2020-06-13,18,1,470,0,2020-09-20
A,Amarillo,2020-06-14,17,-1,462,-8,2020-09-20
A,Amarillo,2020-06-15,16,-1,381,-81,2020-09-20
A,Amarillo,2020-06-16,25,9,426,45,2020-09-20
A,Amarillo,2020-06-17,23,-2,381,-45,2020-09-20
A,Amarillo,2020-06-18,24,1,432,51,2020-09-20
A,Amarillo,2020-06-19,22,-2,445,13,2020-09-20
A,Amarillo,2020-06-20,20,-2,446,1,2020-09-20
A,Amarillo,2020-06-21,22,2,446,0,2020-09-20
A,Amarillo,2020-06-22,23,1,429,-17,2020-09-20
A,Amarillo,2020-06-23,23,0,411,-18,2020-09-20
A,Amarillo,2020-06-24,27,4,400,-11,2020-09-20
A,Amarillo,2020-06-25,25,-2,459,59,2020-09-20
A,Amarillo,2020-06-26,22,-3,451,-8,2020-09-20
A,Amarillo,2020-06-27,21,-1,457,6,2020-09-20
A,Amarillo,2020-06-28,20,-1,419,-38,2020-09-20
A,Amarillo,2020-06-29,22,2,389,-30,2020-09-20
A,Amarillo,2020-06-30,25,3,399,10,2020-09-20
A,Amarillo,2020-07-01,25,0,355,-44,2020-09-20
A,Amarillo,2020-07-02,27,2,417,62,2020-09-20
A,Amarillo,2020-07-03,23,-4,414,-3,2020-09-20
A,Amarillo,2020-07-04,23,0,407,-7,2020-09-20
A,Amarillo,2020-07-05,26,3,399,-8,2020-09-20
A,Amarillo,2020-07-06,31,5,356,-43,2020-09-20
A,Amarillo,2020-07-07,38,7,392,36,2020-09-20
A,Amarillo,2020-07-08,38,0,352,-40,2020-09-20
A,Amarillo,2020-07-09,41,3,418,66,2020-09-20
A,Amarillo,2020-07-10,46,5,418,0,2020-09-20
A,Amarillo,2020-07-11,48,2,421,3,2020-09-20
A,Amarillo,2020-07-12,47,-1,369,-52,2020-09-20
A,Amarillo,2020-07-13,46,-1,358,-11,2020-09-20
A,Amarillo,2020-07-14,47,1,382,24,2020-09-20
A,Amarillo,2020-07-15,49,2,372,-10,2020-09-20
A,Amarillo,2020-07-16,51,2,414,42,2020-09-20
A,Amarillo,2020-07-17,58,7,426,12,2020-09-20
A,Amarillo,2020-07-18,63,5,410,-16,2020-09-20
A,Amarillo,2020-07-19,62,-1,312,-98,2020-09-20
A,Amarillo,2020-07-20,63,1,308,-4,2020-09-20
A,Amarillo,2020-07-21,69,6,334,26,2020-09-20
A,Amarillo,2020-07-22,75,6,334,0,2020-09-20
A,Amarillo,2020-07-23,65,-10,350,16,2020-09-20
A,Amarillo,2020-07-24,82,17,596,246,2020-09-20
A,Amarillo,2020-07-25,75,-7,596,0,2020-09-20
A,Amarillo,2020-07-26,44,-31,467,-129,2020-09-20
A,Amarillo,2020-07-27,77,33,504,37,2020-09-20
A,Amarillo,2020-07-28,36,-41,280,-224,2020-09-20
A,Amarillo,2020-07-29,37,1,223,-57,2020-09-20
A,Amarillo,2020-07-30,70,33,583,360,2020-09-20
A,Amarillo,2020-07-31,71,1,584,1,2020-09-20
A,Amarillo,2020-08-01,77,6,589,5,2020-09-20
A,Amarillo,2020-08-02,77,0,599,10,2020-09-20
A,Amarillo,2020-08-03,78,1,600,1,2020-09-20
A,Amarillo,2020-08-04,79,1,611,11,2020-09-20
A,Amarillo,2020-08-05,72,-7,600,-11,2020-09-20
A,Amarillo,2020-08-06,75,3,617,17,2020-09-20
A,Amarillo,2020-08-07,75,0,633,16,2020-09-20
A,Amarillo,2020-08-09,73,-2,649,11,2020-09-20
A,Amarillo,2020-08-10,73,0,662,13,2020-09-20
A,Amarillo,2020-08-11,76,3,650,-12,2020-09-20
A,Amarillo,2020-08-12,76,0,645,-5,2020-09-20
A,Amarillo,2020-08-13,72,-4,657,12,2020-09-20
A,Amarillo,2020-08-14,55,-17,640,-17,2020-09-20
A,Amarillo,2020-08-15,58,3,640,0,2020-09-20
A,Amarillo,2020-08-17,59,1,653,13,2020-09-20
A,Amarillo,2020-08-18,60,1,630,-23,2020-09-20
A,Amarillo,2020-08-19,55,-5,641,11,2020-09-20
A,Amarillo,2020-08-20,57,2,627,-14,2020-09-20
A,Amarillo,2020-08-21,58,1,628,1,2020-09-20
A,Amarillo,2020-08-22,56,-2,643,15,2020-09-20
A,Amarillo,2020-08-23,61,5,646,3,2020-09-20
A,Amarillo,2020-08-24,59,-2,658,12,2020-09-20
A,Amarillo,2020-08-25,55,-4,682,24,2020-09-20
A,Amarillo,2020-08-26,51,-4,640,-42,2020-09-20
A,Amarillo,2020-08-27,49,-2,624,-16,2020-09-20
A,Amarillo,2020-08-28,51,2,629,5,2020-09-20
A,Amarillo,2020-08-29,49,-2,634,5,2020-09-20
A,Amarillo,2020-08-30,47,-2,664,30,2020-09-20
A,Amarillo,2020-08-31,47,0,682,18,2020-09-20
A,Amarillo,2020-09-01,46,-1,664,-18,2020-09-20
A,Amarillo,2020-09-02,48,2,620,-44,2020-09-20
A,Amarillo,2020-09-03,51,3,631,11,2020-09-20
A,Amarillo,2020-09-04,54,3,638,7,2020-09-20
A,Amarillo,2020-09-05,55,1,633,-5,2020-09-20
A,Amarillo,2020-09-06,56,1,638,5,2020-09-20
A,Amarillo,2020-09-07,57,1,652,14,2020-09-20
A,Amarillo,2020-09-08,54,-3,644,-8,2020-09-20
A,Amarillo,2020-09-09,53,-1,630,-14,2020-09-20
A,Amarillo,2020-09-10,47,-6,662,32,2020-09-20
A,Amarillo,2020-09-11,44,-3,672,10,2020-09-20
A,Amarillo,2020-09-12,42,-2,671,-1,2020-09-20
A,Amarillo,2020-09-13,46,4,679,8,2020-09-20
A,Amarillo,2020-09-14,68,22,676,-3,2020-09-20
A,Amarillo,2020-09-15,72,4,648,-28,2020-09-20
A,Amarillo,2020-09-16,70,-2,615,-33,2020-09-20
A,Amarillo,2020-09-17,71,1,613,-2,2020-09-20
A,Amarillo,2020-09-18,62,-9,628,15,2020-09-20
A,Amarillo,2020-09-19,63,1,644,16,2020-09-20
A,Amarillo,,74,11,632,-12,2020-09-20
A,Amarillo,,59,-15,632,-12,2020-09-20
B,Lubbock,2020-04-12,34,,613,,2020-09-20
B,Lubbock,2020-04-13,35,1,628,15,2020-09-20
B,Lubbock,2020-04-14,31,-4,660,32,2020-09-20
B,Lubbock,2020-04-15,34,3,612,-48,2020-09-20
B,Lubbock,2020-04-16,32,-2,608,-4,2020-09-20
B,Lubbock,2020-04-17,38,6,581,-27,2020-09-20
B,Lubbock,2020-04-18,35,-3,580,-1,2020-09-20
B,Lubbock,2020-04-19,32,-3,579,-1,2020-09-20
B,Lubbock,2020-04-20,32,0,600,21,2020-09-20
B,Lubbock,2020-04-21,46,14,534,-66,2020-09-20
B,Lubbock,2020-04-22,28,-18,520,-14,2020-09-20
B,Lubbock,2020-04-23,25,-3,514,-6,2020-09-20
B,Lubbock,2020-04-24,27,2,521,7,2020-09-20
B,Lubbock,2020-04-25,32,5,519,-2,2020-09-20
B,Lubbock,2020-04-26,26,-6,512,-7,2020-09-20
B,Lubbock,2020-04-27,29,3,533,21,2020-09-20
B,Lubbock,2020-04-28,29,0,501,-32,2020-09-20
B,Lubbock,2020-04-29,31,2,484,-17,2020-09-20
B,Lubbock,2020-04-30,38,7,477,-7,2020-09-20
B,Lubbock,2020-05-01,36,-2,483,6,2020-09-20
B,Lubbock,2020-05-02,37,1,453,-30,2020-09-20
B,Lubbock,2020-05-03,29,-8,496,43,2020-09-20
B,Lubbock,2020-05-04,30,1,553,57,2020-09-20
B,Lubbock,2020-05-05,33,3,540,-13,2020-09-20
B,Lubbock,2020-05-06,37,4,500,-40,2020-09-20
B,Lubbock,2020-05-07,32,-5,491,-9,2020-09-20
B,Lubbock,2020-05-08,28,-4,485,-6,2020-09-20
B,Lubbock,2020-05-09,27,-1,523,38,2020-09-20
B,Lubbock,2020-05-10,25,-2,530,7,2020-09-20
B,Lubbock,2020-05-11,23,-2,560,30,2020-09-20
B,Lubbock,2020-05-12,25,2,521,-39,2020-09-20
B,Lubbock,2020-05-13,19,-6,512,-9,2020-09-20
B,Lubbock,2020-05-14,22,3,458,-54,2020-09-20
B,Lubbock,2020-05-15,21,-1,479,21,2020-09-20
B,Lubbock,2020-05-16,20,-1,473,-6,2020-09-20
B,Lubbock,2020-05-17,19,-1,562,89,2020-09-20
B,Lubbock,2020-05-18,20,1,569,7,2020-09-20
B,Lubbock,2020-05-19,21,1,558,-11,2020-09-20
B,Lubbock,2020-05-20,25,4,483,-75,2020-09-20
B,Lubbock,2020-05-21,20,-5,449,-34,2020-09-20
B,Lubbock,2020-05-22,15,-5,465,16,2020-09-20
B,Lubbock,2020-05-23,14,-1,538,73,2020-09-20
B,Lubbock,2020-05-24,13,-1,511,-27,2020-09-20
B,Lubbock,2020-05-25,16,3,512,1,2020-09-20
B,Lubbock,2020-05-26,16,0,466,-46,2020-09-20
B,Lubbock,2020-05-27,15,-1,535,69,2020-09-20
B,Lubbock,2020-05-28,14,-1,467,-68,2020-09-20
B,Lubbock,2020-05-29,20,6,461,-6,2020-09-20
B,Lubbock,2020-05-30,14,-6,408,-53,2020-09-20
B,Lubbock,2020-05-31,12,-2,402,-6,2020-09-20
B,Lubbock,2020-06-01,14,2,446,44,2020-09-20
B,Lubbock,2020-06-02,16,2,435,-11,2020-09-20
B,Lubbock,2020-06-03,19,3,423,-12,2020-09-20
B,Lubbock,2020-06-04,16,-3,364,-59,2020-09-20
B,Lubbock,2020-06-05,13,-3,374,10,2020-09-20
B,Lubbock,2020-06-06,11,-2,387,13,2020-09-20
B,Lubbock,2020-06-07,11,0,468,81,2020-09-20
B,Lubbock,2020-06-08,10,-1,418,-50,2020-09-20
B,Lubbock,2020-06-09,10,0,424,6,2020-09-20
B,Lubbock,2020-06-10,15,5,408,-16,2020-09-20
B,Lubbock,2020-06-11,14,-1,403,-5,2020-09-20
B,Lubbock,2020-06-12,17,3,391,-12,2020-09-20
B,Lubbock,2020-06-13,18,1,393,2,2020-09-20
B,Lubbock,2020-06-14,16,-2,388,-5,2020-09-20
B,Lubbock,2020-06-15,15,-1,456,68,2020-09-20
B,Lubbock,2020-06-16,14,-1,435,-21,2020-09-20
B,Lubbock,2020-06-17,16,2,394,-41,2020-09-20
B,Lubbock,2020-06-18,20,4,381,-13,2020-09-20
B,Lubbock,2020-06-19,21,1,379,-2,2020-09-20
B,Lubbock,2020-06-20,22,1,347,-32,2020-09-20
B,Lubbock,2020-06-21,22,0,410,63,2020-09-20
B,Lubbock,2020-06-22,22,0,426,16,2020-09-20
B,Lubbock,2020-06-23,25,3,403,-23,2020-09-20
B,Lubbock,2020-06-24,34,9,359,-44,2020-09-20
B,Lubbock,2020-06-25,37,3,369,10,2020-09-20
B,Lubbock,2020-06-26,43,6,367,-2,2020-09-20
B,Lubbock,2020-06-27,42,-1,346,-21,2020-09-20
B,Lubbock,2020-06-28,51,9,347,1,2020-09-20
B,Lubbock,2020-06-29,49,-2,357,10,2020-09-20
B,Lubbock,2020-06-30,58,9,368,11,2020-09-20
B,Lubbock,2020-07-01,72,14,340,-28,2020-09-20
B,Lubbock,2020-07-02,74,2,324,-16,2020-09-20
B,Lubbock,2020-07-03,98,24,308,-16,2020-09-20
B,Lubbock,2020-07-04,88,-10,382,74,2020-09-20
B,Lubbock,2020-07-05,93,5,413,31,2020-09-20
B,Lubbock,2020-07-06,86,-7,391,-22,2020-09-20
B,Lubbock,2020-07-07,97,11,389,-2,2020-09-20
B,Lubbock,2020-07-08,109,12,335,-54,2020-09-20
B,Lubbock,2020-07-09,117,8,329,-6,2020-09-20
B,Lubbock,2020-07-10,115,-2,302,-27,2020-09-20
B,Lubbock,2020-07-11,128,13,330,28,2020-09-20
B,Lubbock,2020-07-12,125,-3,335,5,2020-09-20
B,Lubbock,2020-07-13,130,5,345,10,2020-09-20
B,Lubbock,2020-07-14,130,0,328,-17,2020-09-20
B,Lubbock,2020-07-15,123,-7,322,-6,2020-09-20
B,Lubbock,2020-07-16,124,1,314,-8,2020-09-20
B,Lubbock,2020-07-17,125,1,316,2,2020-09-20
B,Lubbock,2020-07-18,128,3,292,-24,2020-09-20
B,Lubbock,2020-07-19,114,-14,334,42,2020-09-20
B,Lubbock,2020-07-20,128,14,346,12,2020-09-20
B,Lubbock,2020-07-21,128,0,347,1,2020-09-20
B,Lubbock,2020-07-22,133,5,322,-25,2020-09-20
B,Lubbock,2020-07-23,142,9,293,-29,2020-09-20
B,Lubbock,2020-07-24,203,61,1089,796,2020-09-20
B,Lubbock,2020-07-25,190,-13,742,-347,2020-09-20
B,Lubbock,2020-07-26,198,8,757,15,2020-09-20
B,Lubbock,2020-07-27,185,-13,769,12,2020-09-20
B,Lubbock,2020-07-28,127,-58,607,-162,2020-09-20
B,Lubbock,2020-07-29,105,-22,569,-38,2020-09-20
B,Lubbock,2020-07-30,130,25,541,-28,2020-09-20
B,Lubbock,2020-07-31,134,4,489,-52,2020-09-20
B,Lubbock,2020-08-01,127,-7,418,-71,2020-09-20
B,Lubbock,2020-08-02,138,11,413,-5,2020-09-20
B,Lubbock,2020-08-03,162,24,453,40,2020-09-20
B,Lubbock,2020-08-04,130,-32,432,-21,2020-09-20
B,Lubbock,2020-08-05,118,-12,409,-23,2020-09-20
B,Lubbock,2020-08-06,113,-5,432,23,2020-09-20
B,Lubbock,2020-08-07,123,10,413,-19,2020-09-20
B,Lubbock,2020-08-09,111,-12,524,60,2020-09-20
B,Lubbock,2020-08-10,110,-1,518,-6,2020-09-20
B,Lubbock,2020-08-11,109,-1,461,-57,2020-09-20
B,Lubbock,2020-08-12,111,2,441,-20,2020-09-20
B,Lubbock,2020-08-13,108,-3,415,-26,2020-09-20
B,Lubbock,2020-08-14,97,-11,426,11,2020-09-20
B,Lubbock,2020-08-15,86,-11,459,33,2020-09-20
B,Lubbock,2020-08-17,89,3,437,-22,2020-09-20
B,Lubbock,2020-08-18,92,3,436,-1,2020-09-20
B,Lubbock,2020-08-19,98,6,441,5,2020-09-20
B,Lubbock,2020-08-20,99,1,412,-29,2020-09-20
B,Lubbock,2020-08-21,91,-8,418,6,2020-09-20
B,Lubbock,2020-08-22,85,-6,411,-7,2020-09-20
B,Lubbock,2020-08-23,80,-5,473,62,2020-09-20
B,Lubbock,2020-08-24,81,1,472,-1,2020-09-20
B,Lubbock,2020-08-25,83,2,482,10,2020-09-20
B,Lubbock,2020-08-26,80,-3,423,-59,2020-09-20
B,Lubbock,2020-08-27,82,2,441,18,2020-09-20
B,Lubbock,2020-08-28,78,-4,489,48,2020-09-20
B,Lubbock,2020-08-29,86,8,442,-47,2020-09-20
B,Lubbock,2020-08-30,82,-4,470,28,2020-09-20
B,Lubbock,2020-08-31,87,5,451,-19,2020-09-20
B,Lubbock,2020-09-01,85,-2,480,29,2020-09-20
B,Lubbock,2020-09-02,89,4,412,-68,2020-09-20
B,Lubbock,2020-09-03,82,-7,381,-31,2020-09-20
B,Lubbock,2020-09-04,76,-6,383,2,2020-09-20
B,Lubbock,2020-09-05,75,-1,437,54,2020-09-20
B,Lubbock,2020-09-06,64,-11,527,90,2020-09-20
B,Lubbock,2020-09-07,66,2,597,70,2020-09-20
B,Lubbock,2020-09-08,70,4,512,-85,2020-09-20
B,Lubbock,2020-09-09,68,-2,480,-32,2020-09-20
B,Lubbock,2020-09-10,85,17,528,48,2020-09-20
B,Lubbock,2020-09-11,81,-4,485,-43,2020-09-20
B,Lubbock,2020-09-12,83,2,444,-41,2020-09-20
B,Lubbock,2020-09-13,84,1,470,26,2020-09-20
B,Lubbock,2020-09-14,90,6,481,11,2020-09-20
B,Lubbock,2020-09-15,86,-4,518,37,2020-09-20
B,Lubbock,2020-09-16,84,-2,446,-72,2020-09-20
B,Lubbock,2020-09-17,75,-9,469,23,2020-09-20
B,Lubbock,2020-09-18,74,-1,427,-42,2020-09-20
B,Lubbock,2020-09-19,90,16,421,-6,2020-09-20
B,Lubbock,,117,27,473,52,2020-09-20
B,Lubbock,,84,-33,473,52,2020-09-20
C,Wichita Falls,2020-04-12,5,,348,,2020-09-20
C,Wichita Falls,2020-04-13,5,0,366,18,2020-09-20
C,Wichita Falls,2020-04-14,6,1,341,-25,2020-09-20
C,Wichita Falls,2020-04-15,4,-2,343,2,2020-09-20
C,Wichita Falls,2020-04-16,5,1,356,13,2020-09-20
C,Wichita Falls,2020-04-17,0,-5,350,-6,2020-09-20
C,Wichita Falls,2020-04-18,0,0,354,4,2020-09-20
C,Wichita Falls,2020-04-19,0,0,368,14,2020-09-20
C,Wichita Falls,2020-04-20,2,2,384,16,2020-09-20
C,Wichita Falls,2020-04-21,4,2,354,-30,2020-09-20
C,Wichita Falls,2020-04-22,1,-3,346,-8,2020-09-20
C,Wichita Falls,2020-04-23,1,0,347,1,2020-09-20
C,Wichita Falls,2020-04-24,1,0,349,2,2020-09-20
C,Wichita Falls,2020-04-25,1,0,366,17,2020-09-20
C,Wichita Falls,2020-04-26,1,0,359,-7,2020-09-20
C,Wichita Falls,2020-04-27,0,-1,358,-1,2020-09-20
C,Wichita Falls,2020-04-28,0,0,376,18,2020-09-20
C,Wichita Falls,2020-04-29,0,0,350,-26,2020-09-20
C,Wichita Falls,2020-04-30,0,0,329,-21,2020-09-20
C,Wichita Falls,2020-05-01,0,0,327,-2,2020-09-20
C,Wichita Falls,2020-05-02,0,0,336,9,2020-09-20
C,Wichita Falls,2020-05-03,0,0,342,6,2020-09-20
C,Wichita Falls,2020-05-04,0,0,352,10,2020-09-20
C,Wichita Falls,2020-05-05,0,0,353,1,2020-09-20
C,Wichita Falls,2020-05-06,0,0,349,-4,2020-09-20
C,Wichita Falls,2020-05-07,0,0,354,5,2020-09-20
C,Wichita Falls,2020-05-08,0,0,332,-22,2020-09-20
C,Wichita Falls,2020-05-09,2,2,343,11,2020-09-20
C,Wichita Falls,2020-05-10,2,0,349,6,2020-09-20
C,Wichita Falls,2020-05-11,2,0,346,-3,2020-09-20
C,Wichita Falls,2020-05-12,0,-2,340,-6,2020-09-20
C,Wichita Falls,2020-05-13,0,0,353,13,2020-09-20
C,Wichita Falls,2020-05-14,1,1,332,-21,2020-09-20
C,Wichita Falls,2020-05-15,1,0,315,-17,2020-09-20
C,Wichita Falls,2020-05-16,1,0,315,0,2020-09-20
C,Wichita Falls,2020-05-17,1,0,313,-2,2020-09-20
C,Wichita Falls,2020-05-18,1,0,328,15,2020-09-20
C,Wichita Falls,2020-05-19,1,0,322,-6,2020-09-20
C,Wichita Falls,2020-05-20,1,0,285,-37,2020-09-20
C,Wichita Falls,2020-05-21,1,0,292,7,2020-09-20
C,Wichita Falls,2020-05-22,1,0,290,-2,2020-09-20
C,Wichita Falls,2020-05-23,1,0,308,18,2020-09-20
C,Wichita Falls,2020-05-24,1,0,314,6,2020-09-20
C,Wichita Falls,2020-05-25,2,1,310,-4,2020-09-20
C,Wichita Falls,2020-05-26,0,-2,293,-17,2020-09-20
C,Wichita Falls,2020-05-27,0,0,296,3,2020-09-20
C,Wichita Falls,2020-05-28,0,0,298,2,2020-09-20
C,Wichita Falls,2020-05-29,0,0,241,-57,2020-09-20
C,Wichita Falls,2020-05-30,0,0,232,-9,2020-09-20
C,Wichita Falls,2020-05-31,0,0,261,29,2020-09-20
C,Wichita Falls,2020-06-01,0,0,263,2,2020-09-20
C,Wichita Falls,2020-06-02,0,0,259,-4,2020-09-20
C,Wichita Falls,2020-06-03,0,0,240,-19,2020-09-20
C,Wichita Falls,2020-06-04,0,0,238,-2,2020-09-20
C,Wichita Falls,2020-06-05,0,0,242,4,2020-09-20
C,Wichita Falls,2020-06-06,0,0,245,3,2020-09-20
C,Wichita Falls,2020-06-07,0,0,412,167,2020-09-20
C,Wichita Falls,2020-06-08,0,0,202,-210,2020-09-20
C,Wichita Falls,2020-06-09,0,0,246,44,2020-09-20
C,Wichita Falls,2020-06-10,0,0,232,-14,2020-09-20
C,Wichita Falls,2020-06-11,0,0,221,-11,2020-09-20
C,Wichita Falls,2020-06-12,0,0,227,6,2020-09-20
C,Wichita Falls,2020-06-13,0,0,212,-15,2020-09-20
C,Wichita Falls,2020-06-14,0,0,220,8,2020-09-20
C,Wichita Falls,2020-06-15,0,0,220,0,2020-09-20
C,Wichita Falls,2020-06-16,0,0,257,37,2020-09-20
C,Wichita Falls,2020-06-17,0,0,241,-16,2020-09-20
C,Wichita Falls,2020-06-18,0,0,242,1,2020-09-20
C,Wichita Falls,2020-06-19,0,0,245,3,2020-09-20
C,Wichita Falls,2020-06-20,2,2,232,-13,2020-09-20
C,Wichita Falls,2020-06-21,2,0,235,3,2020-09-20
C,Wichita Falls,2020-06-22,2,0,247,12,2020-09-20
C,Wichita Falls,2020-06-23,3,1,246,-1,2020-09-20
C,Wichita Falls,2020-06-24,7,4,260,14,2020-09-20
C,Wichita Falls,2020-06-25,10,3,218,-42,2020-09-20
C,Wichita Falls,2020-06-26,8,-2,220,2,2020-09-20
C,Wichita Falls,2020-06-27,8,0,255,35,2020-09-20
C,Wichita Falls,2020-06-28,9,1,238,-17,2020-09-20
C,Wichita Falls,2020-06-29,12,3,237,-1,2020-09-20
C,Wichita Falls,2020-06-30,11,-1,254,17,2020-09-20
C,Wichita Falls,2020-07-01,11,0,254,0,2020-09-20
C,Wichita Falls,2020-07-02,10,-1,238,-16,2020-09-20
C,Wichita Falls,2020-07-03,10,0,241,3,2020-09-20
C,Wichita Falls,2020-07-04,10,0,229,-12,2020-09-20
C,Wichita Falls,2020-07-05,19,9,240,11,2020-09-20
C,Wichita Falls,2020-07-06,21,2,264,24,2020-09-20
C,Wichita Falls,2020-07-07,22,1,243,-21,2020-09-20
C,Wichita Falls,2020-07-08,28,6,218,-25,2020-09-20
C,Wichita Falls,2020-07-09,33,5,218,0,2020-09-20
C,Wichita Falls,2020-07-10,32,-1,228,10,2020-09-20
C,Wichita Falls,2020-07-11,35,3,237,9,2020-09-20
C,Wichita Falls,2020-07-12,35,0,239,2,2020-09-20
C,Wichita Falls,2020-07-13,35,0,248,9,2020-09-20
C,Wichita Falls,2020-07-14,33,-2,248,0,2020-09-20
C,Wichita Falls,2020-07-15,34,1,237,-11,2020-09-20
C,Wichita Falls,2020-07-16,40,6,215,-22,2020-09-20
C,Wichita Falls,2020-07-17,43,3,208,-7,2020-09-20
C,Wichita Falls,2020-07-18,40,-3,233,25,2020-09-20
C,Wichita Falls,2020-07-19,41,1,249,16,2020-09-20
C,Wichita Falls,2020-07-20,40,-1,239,-10,2020-09-20
C,Wichita Falls,2020-07-21,41,1,227,-12,2020-09-20
C,Wichita Falls,2020-07-22,38,-3,238,11,2020-09-20
C,Wichita Falls,2020-07-23,52,14,243,5,2020-09-20
C,Wichita Falls,2020-07-24,46,-6,298,55,2020-09-20
C,Wichita Falls,2020-07-25,44,-2,336,38,2020-09-20
C,Wichita Falls,2020-07-26,51,7,237,-99,2020-09-20
C,Wichita Falls,2020-07-27,39,-12,232,-5,2020-09-20
C,Wichita Falls,2020-07-28,36,-3,345,113,2020-09-20
C,Wichita Falls,2020-07-29,36,0,318,-27,2020-09-20
C,Wichita Falls,2020-07-30,34,-2,266,-52,2020-09-20
C,Wichita Falls,2020-07-31,42,8,323,57,2020-09-20
C,Wichita Falls,2020-08-01,38,-4,318,-5,2020-09-20
C,Wichita Falls,2020-08-02,40,2,318,0,2020-09-20
C,Wichita Falls,2020-08-03,45,5,333,15,2020-09-20
C,Wichita Falls,2020-08-04,44,-1,348,15,2020-09-20
C,Wichita Falls,2020-08-05,46,2,307,-41,2020-09-20
C,Wichita Falls,2020-08-06,51,5,308,1,2020-09-20
C,Wichita Falls,2020-08-07,44,-7,302,-6,2020-09-20
C,Wichita Falls,2020-08-09,46,2,310,11,2020-09-20
C,Wichita Falls,2020-08-10,44,-2,297,-13,2020-09-20
C,Wichita Falls,2020-08-11,45,1,314,17,2020-09-20
C,Wichita Falls,2020-08-12,45,0,286,-28,2020-09-20
