TSA_ID,TSA_Name,Date,DailyCount,DailyDelta,LastUpdateDate
D,Abilene,2020-07-14,460,9,2020-07-25
D,Abilene,2020-07-15,405,-55,2020-07-25
D,Abilene,2020-07-16,399,-6,2020-07-25
D,Abilene,2020-07-17,363,-36,2020-07-25
D,Abilene,2020-07-18,413,50,2020-07-25
D,Abilene,2020-07-19,467,54,2020-07-25
D,Abilene,2020-07-20,451,-16,2020-07-25
D,Abilene,2020-07-21,502,51,2020-07-25
D,Abilene,2020-07-22,462,-40,2020-07-25
D,Abilene,2020-07-23,706,244,2020-07-25
D,Abilene,2020-07-24,805,99,2020-07-25
E,Dallas/Ft. Worth,2020-04-12,5095,,2020-07-25
E,Dallas/Ft. Worth,2020-04-13,5223,128,2020-07-25
E,Dallas/Ft. Worth,2020-04-14,5347,124,2020-07-25
E,Dallas/Ft. Worth,2020-04-15,6379,1032,2020-07-25
E,Dallas/Ft. Worth,2020-04-16,5453,-926,2020-07-25
E,Dallas/Ft. Worth,2020-04-17,5670,217,2020-07-25
E,Dallas/Ft. Worth,2020-04-18,5004,-666,2020-07-25
E,Dallas/Ft. Worth,2020-04-19,5703,699,2020-07-25
E,Dallas/Ft. Worth,2020-04-20,5076,-627,2020-07-25
E,Dallas/Ft. Worth,2020-04-21,5728,652,2020-07-25
E,Dallas/Ft. Worth,2020-04-22,5091,-637,2020-07-25
E,Dallas/Ft. Worth,2020-04-23,5127,36,2020-07-25
E,Dallas/Ft. Worth,2020-04-24,5280,153,2020-07-25
E,Dallas/Ft. Worth,2020-04-25,5092,-188,2020-07-25
E,Dallas/Ft. Worth,2020-04-26,4963,-129,2020-07-25
E,Dallas/Ft. Worth,2020-04-27,5305,342,2020-07-25
E,Dallas/Ft. Worth,2020-04-28,5553,248,2020-07-25
E,Dallas/Ft. Worth,2020-04-29,5467,-86,2020-07-25
E,Dallas/Ft. Worth,2020-04-30,4702,-765,2020-07-25
E,Dallas/Ft. Worth,2020-05-01,4922,220,2020-07-25
E,Dallas/Ft. Worth,2020-05-02,5143,221,2020-07-25
E,Dallas/Ft. Worth,2020-05-03,4696,-447,2020-07-25
E,Dallas/Ft. Worth,2020-05-04,4428,-268,2020-07-25
E,Dallas/Ft. Worth,2020-05-05,4295,-133,2020-07-25
