County,Date,DailyCount_cases,DailyDelta_cases,DailyCount_tests,DailyDelta_tests,DailyCount_deaths,DailyDelta_deaths,LastUpdateDate
Nueces,2020-05-29,268,0,3400,62,2,0,2020-11-26
Nueces,2020-05-30,268,0,3460,60,2,0,2020-11-26
Nueces,2020-05-31,274,6,3500,40,2,0,2020-11-26
Nueces,2020-06-01,275,1,4422,922,2,0,2020-11-26
Nueces,2020-06-02,275,0,4653,231,2,0,2020-11-26
Nueces,2020-06-03,280,5,4765,112,2,0,2020-11-26
Nueces,2020-06-04,285,5,4321,-444,2,0,2020-11-26
Nueces,2020-06-05,286,1,4347,26,2,0,2020-11-26
Nueces,2020-06-06,289,3,4510,163,2,0,2020-11-26
Nueces,2020-06-07,289,0,4891,381,2,0,2020-11-26
Nueces,2020-06-08,289,0,4905,14,2,0,2020-11-26
Nueces,2020-06-09,300,11,5056,151,2,0,2020-11-26
Nueces,2020-06-10,303,3,,,2,0,2020-11-26
Nueces,2020-06-11,310,7,5204,148,2,0,2020-11-26
Nueces,2020-06-12,321,11,5291,87,2,0,2020-11-26
Nueces,2020-06-13,336,15,5433,142,3,1,2020-11-26
Nueces,2020-06-14,336,0,5526,93,3,0,2020-11-26
Nueces,2020-06-15,336,0,5626,100,3,0,2020-11-26
Nueces,2020-06-16,360,24,5765,139,3,0,2020-11-26
Nueces,2020-06-17,391,31,5831,66,4,1,2020-11-26
Nueces,2020-06-18,420,29,5890,59,5,1,2020-11-26
Nueces,2020-06-19,485,65,6051,161,5,0,2020-11-26
Nueces,2020-06-20,548,63,6144,93,5,0,2020-11-26
Nueces,2020-06-21,597,49,6255,111,5,0,2020-11-26
Nueces,2020-06-22,633,36,6378,123,5,0,2020-11-26
Nueces,2020-06-23,742,109,6729,351,5,0,2020-11-26
Nueces,2020-06-24,813,71,6735,6,5,0,2020-11-26
Nueces,2020-06-25,1028,215,6739,4,6,1,2020-11-26
Nueces,2020-06-26,1287,259,6874,135,7,1,2020-11-26
Nueces,2020-06-27,1499,212,7181,307,8,1,2020-11-26
Nueces,2020-06-28,1727,228,7506,325,9,1,2020-11-26
Nueces,2020-06-29,1915,188,8296,790,9,0,2020-11-26
Nueces,2020-06-30,2120,205,8850,554,9,0,2020-11-26
Nueces,2020-07-01,2394,274,9331,481,10,1,2020-11-26
Nueces,2020-07-02,2756,362,9597,266,11,1,2020-11-26
Nueces,2020-07-03,3018,262,9698,101,12,1,2020-11-26
Nueces,2020-07-04,3272,254,9940,242,15,3,2020-11-26
Nueces,2020-07-05,3593,321,10421,481,22,7,2020-11-26
Nueces,2020-07-06,3796,203,10936,515,25,3,2020-11-26
Nueces,2020-07-07,4084,288,11336,400,31,6,2020-11-26
Nueces,2020-07-08,4472,388,11841,505,36,5,2020-11-26
Nueces,2020-07-09,4917,445,13377,1536,40,4,2020-11-26
Nueces,2020-07-10,5260,343,13999,622,47,7,2020-11-26
Nueces,2020-07-11,5672,412,14202,203,54,7,2020-11-26
Nueces,2020-07-12,5965,293,14827,625,62,8,2020-11-26
Nueces,2020-07-13,6174,209,15072,245,67,5,2020-11-26
Nueces,2020-07-14,6427,253,15384,312,77,10,2020-11-26
Nueces,2020-07-15,7032,605,15766,382,81,4,2020-11-26
Nueces,2020-07-16,7532,500,15786,20,93,12,2020-11-26
Nueces,2020-07-17,7861,329,16509,723,101,8,2020-11-26
Nueces,2020-07-18,8171,310,17403,894,109,8,2020-11-26
Nueces,2020-07-19,8407,236,18143,740,113,4,2020-11-26
Nueces,2020-07-20,8579,172,18472,329,125,12,2020-11-26
Nueces,2020-07-21,8816,237,18886,414,130,5,2020-11-26
Nueces,2020-07-22,9105,289,19209,323,135,5,2020-11-26
Nueces,2020-07-23,9607,502,19454,245,141,6,2020-11-26
Nueces,2020-07-24,9961,354,19751,297,148,7,2020-11-26
Nueces,2020-07-25,7994,-1967,20122,371,152,4,2020-11-26
Nueces,2020-07-26,8127,133,20729,607,161,9,2020-11-26
Nueces,2020-07-27,8178,51,20956,227,164,3,2020-11-26
Nueces,2020-07-28,8342,164,21190,234,173,9,2020-11-26
Nueces,2020-07-29,8559,217,21491,301,180,7,2020-11-26
Nueces,2020-07-30,8792,233,22097,606,196,16,2020-11-26
Nueces,2020-07-31,8987,195,22842,745,202,6,2020-11-26
Nueces,2020-08-01,9856,869,23175,333,207,5,2020-11-26
Nueces,2020-08-02,9974,118,23493,318,213,6,2020-11-26
Nueces,2020-08-03,10067,93,24827,1334,221,8,2020-11-26
Nueces,2020-08-04,10248,181,25449,622,227,6,2020-11-26
Nueces,2020-08-05,10410,162,28205,2756,237,10,2020-11-26
Nueces,2020-08-06,10576,166,28714,509,241,4,2020-11-26
Nueces,2020-08-07,10755,179,33726,5012,246,5,2020-11-26
Nueces,2020-08-08,11152,397,36252,2526,251,5,2020-11-26
Nueces,2020-08-09,11226,74,38226,1974,257,6,2020-11-26
Nueces,2020-08-10,11226,0,47554,9328,268,11,2020-11-26
Nueces,2020-08-11,12376,1150,48782,1228,277,9,2020-11-26
Nueces,2020-08-12,12612,236,49269,487,282,5,2020-11-26
Nueces,2020-08-13,13061,449,51019,1750,287,5,2020-11-26
Nueces,2020-08-14,13185,124,51679,660,294,7,2020-11-26
Nueces,2020-08-15,13273,88,51679,0,301,7,2020-11-26
Nueces,2020-08-16,13577,304,52622,943,305,4,2020-11-26
Nueces,2020-08-17,13697,120,53484,862,310,5,2020-11-26
Nueces,2020-08-18,13819,122,53588,104,317,7,2020-11-26
Nueces,2020-08-19,13960,141,53800,212,320,3,2020-11-26
Nueces,2020-08-20,14074,114,60861,7061,321,1,2020-11-26
Nueces,2020-08-21,14143,69,62185,1324,326,5,2020-11-26
Nueces,2020-08-22,14363,220,67263,5078,333,7,2020-11-26
Nueces,2020-08-23,14446,83,67316,53,336,3,2020-11-26
Nueces,2020-08-24,14504,58,67550,234,337,1,2020-11-26
Nueces,2020-08-25,14584,80,68094,544,342,5,2020-11-26
Nueces,2020-08-26,14721,137,69761,1667,346,4,2020-11-26
Nueces,2020-08-27,14792,71,69975,214,350,4,2020-11-26
Nueces,2020-08-28,14841,49,71830,1855,353,3,2020-11-26
Nueces,2020-08-29,14927,86,71845,15,354,1,2020-11-26
Nueces,2020-08-30,14956,29,72217,372,358,4,2020-11-26
Nueces,2020-08-31,15055,99,72286,69,362,4,2020-11-26
Nueces,2020-09-01,15087,32,72363,77,367,5,2020-11-26
Nueces,2020-09-02,15145,58,73010,647,368,1,2020-11-26
Nueces,2020-09-03,15157,12,75442,2432,369,1,2020-11-26
Nueces,2020-09-04,15170,13,76523,1081,371,2,2020-11-26
Nueces,2020-09-05,15181,11,76683,160,372,1,2020-11-26
Nueces,2020-09-06,15227,46,76895,212,374,2,2020-11-26
Nueces,2020-09-07,15241,14,77911,1016,377,3,2020-11-26
Nueces,2020-09-08,15284,43,77933,22,378,1,2020-11-26
Nueces,2020-09-09,15296,12,78932,999,379,1,2020-11-26
Nueces,2020-09-10,15331,35,79539,607,381,2,2020-11-26
Nueces,2020-09-11,15335,4,80071,532,385,4,2020-11-26
Nueces,2020-09-12,15362,27,82113,2042,385,0,2020-11-26
Nueces,2020-09-13,15400,38,,,387,2,2020-11-26
Nueces,2020-09-14,15421,21,,,390,3,2020-11-26
Nueces,2020-09-15,15442,21,,,392,2,2020-11-26
Nueces,2020-09-16,15506,64,,,393,1,2020-11-26
Nueces,2020-09-17,15524,18,,,393,0,2020-11-26
Nueces,2020-09-18,15535,11,,,393,0,2020-11-26
Nueces,2020-09-19,15554,19,,,394,1,2020-11-26
Nueces,2020-09-20,15570,16,,,395,1,2020-11-26
Nueces,2020-09-21,15582,12,,,395,0,2020-11-26
Nueces,2020-09-22,15814,232,,,398,3,2020-11-26
Nueces,2020-09-23,15826,12,,,398,0,2020-11-26
Nueces,2020-09-24,15849,23,,,399,1,2020-11-26
Nueces,2020-09-25,15869,20,,,401,2,2020-11-26
Nueces,2020-09-26,15882,13,,,401,0,2020-11-26
Nueces,2020-09-27,15884,2,,,401,0,2020-11-26
Nueces,2020-09-28,15885,1,,,401,0,2020-11-26
Nueces,2020-09-29,15888,3,,,403,2,2020-11-26
Nueces,2020-09-30,15923,35,,,403,0,2020-11-26
Nueces,2020-10-01,15925,2,,,403,0,2020-11-26
Nueces,2020-10-02,15946,21,,,403,0,2020-11-26
Nueces,2020-10-03,15992,46,,,403,0,2020-11-26
Nueces,2020-10-04,16007,15,,,403,0,2020-11-26
Nueces,2020-10-05,16014,7,,,404,1,2020-11-26
Nueces,2020-10-06,16018,4,,,405,1,2020-11-26
Nueces,2020-10-07,16022,4,,,406,1,2020-11-26
Nueces,2020-10-08,16028,6,,,409,3,2020-11-26
Nueces,2020-10-09,16038,10,,,409,0,2020-11-26
Nueces,2020-10-10,16040,2,,,410,1,2020-11-26
Nueces,2020-10-11,16043,3,,,411,1,2020-11-26
Nueces,2020-10-12,16046,3,,,411,0,2020-11-26
Nueces,2020-10-13,16056,10,,,411,0,2020-11-26
Nueces,2020-10-14,16066,10,,,413,2,2020-11-26
Nueces,2020-10-15,16072,6,,,413,0,2020-11-26
Nueces,2020-10-16,16090,18,,,413,0,2020-11-26
Nueces,2020-10-17,16097,7,,,413,0,2020-11-26
Nueces,2020-10-18,16116,19,,,413,0,2020-11-26
Nueces,2020-10-19,16119,3,,,413,0,2020-11-26
Nueces,2020-10-20,16122,3,,,414,1,2020-11-26
Nueces,2020-10-21,16136,14,,,414,0,2020-11-26
Nueces,2020-10-22,16142,6,,,414,0,2020-11-26
Nueces,2020-10-23,16151,9,,,415,1,2020-11-26
Nueces,2020-10-24,16171,20,,,415,0,2020-11-26
Nueces,2020-10-25,16190,19,,,416,1,2020-11-26
Nueces,2020-10-26,16197,7,,,416,0,2020-11-26
Nueces,2020-10-27,16203,6,,,416,0,2020-11-26
Nueces,2020-10-28,16206,3,,,416,0,2020-11-26
Nueces,2020-10-29,16222,16,,,416,0,2020-11-26
Nueces,2020-10-30,16236,14,,,416,0,2020-11-26
Nueces,2020-10-31,16252,16,,,416,0,2020-11-26
Nueces,2020-11-01,16259,7,,,416,0,2020-11-26
Nueces,2020-11-02,16277,18,,,416,0,2020-11-26
Nueces,2020-11-03,16298,21,,,416,0,2020-11-26
Nueces,2020-11-04,16309,11,,,416,0,2020-11-26
Nueces,2020-11-05,16326,17,,,417,1,2020-11-26
Nueces,2020-11-06,16362,36,,,418,1,2020-11-26
Nueces,2020-11-07,16372,10,,,419,1,2020-11-26
Nueces,2020-11-08,16385,13,,,420,1,2020-11-26
Nueces,2020-11-09,16391,6,,,421,1,2020-11-26
Nueces,2020-11-10,16477,86,,,421,0,2020-11-26
Nueces,2020-11-11,16599,122,,,421,0,2020-11-26
Nueces,2020-11-12,16606,7,,,421,0,2020-11-26
Nueces,2020-11-13,16655,49,,,422,1,2020-11-26
Nueces,2020-11-14,16680,25,,,423,1,2020-11-26
Nueces,2020-11-15,16713,33,,,424,1,2020-11-26
Nueces,2020-11-16,16714,1,,,424,0,2020-11-26
Nueces,2020-11-17,16734,20,,,424,0,2020-11-26
Nueces,2020-11-18,16758,24,,,424,0,2020-11-26
Nueces,2020-11-19,16876,118,,,424,0,2020-11-26
Nueces,2020-11-20,16992,116,,,424,0,2020-11-26
Nueces,2020-11-21,17132,140,,,424,0,2020-11-26
Nueces,2020-11-22,17284,152,,,424,0,2020-11-26
Nueces,2020-11-23,17363,79,,,425,1,2020-11-26
Nueces,2020-11-24,17413,50,,,425,0,2020-11-26
Nueces,2020-11-25,17512,99,,,,,2020-11-26
Ochiltree,2020-03-04,0,,,,,,2020-11-26
Ochiltree,2020-03-05,0,0,,,,,2020-11-26
Ochiltree,2020-03-06,0,0,,,,,2020-11-26
Ochiltree,2020-03-09,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-10,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-11,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-12,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-13,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-15,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-16,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-17,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-18,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-19,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-20,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-21,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-22,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-23,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-24,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-25,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-26,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-27,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-28,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-29,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-30,0,0,,,0,0,2020-11-26
Ochiltree,2020-03-31,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-01,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-02,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-03,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-04,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-05,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-06,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-07,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-08,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-09,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-10,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-11,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-12,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-13,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-14,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-15,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-16,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-17,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-18,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-19,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-20,0,0,,,0,0,2020-11-26
Ochiltree,2020-04-21,0,0,6,,0,0,2020-11-26
Ochiltree,2020-04-22,0,0,6,0,0,0,2020-11-26
Ochiltree,2020-04-23,0,0,7,1,0,0,2020-11-26
Ochiltree,2020-04-24,1,1,7,0,1,1,2020-11-26
Ochiltree,2020-04-25,5,4,7,0,1,0,2020-11-26
Ochiltree,2020-04-26,5,0,7,0,1,0,2020-11-26
Ochiltree,2020-04-27,5,0,8,1,1,0,2020-11-26
Ochiltree,2020-04-28,24,19,8,0,1,0,2020-11-26
Ochiltree,2020-04-29,25,1,8,0,1,0,2020-11-26
Ochiltree,2020-04-30,25,0,8,0,1,0,2020-11-26
Ochiltree,2020-05-01,19,-6,8,0,1,0,2020-11-26
Ochiltree,2020-05-02,19,0,8,0,1,0,2020-11-26
Ochiltree,2020-05-03,19,0,8,0,1,0,2020-11-26
Ochiltree,2020-05-04,19,0,7,-1,1,0,2020-11-26
Ochiltree,2020-05-05,25,6,,,1,0,2020-11-26
Ochiltree,2020-05-06,26,1,8,1,1,0,2020-11-26
Ochiltree,2020-05-07,28,2,28,20,1,0,2020-11-26
Ochiltree,2020-05-08,29,1,30,2,1,0,2020-11-26
Ochiltree,2020-05-09,29,0,83,53,1,0,2020-11-26
Ochiltree,2020-05-10,29,0,93,10,2,1,2020-11-26
Ochiltree,2020-05-11,29,0,93,0,2,0,2020-11-26
Ochiltree,2020-05-12,29,0,93,0,2,0,2020-11-26
Ochiltree,2020-05-13,40,11,94,1,2,0,2020-11-26
Ochiltree,2020-05-14,40,0,96,2,2,0,2020-11-26
Ochiltree,2020-05-15,40,0,96,0,2,0,2020-11-26
Ochiltree,2020-05-16,39,-1,97,1,2,0,2020-11-26
Ochiltree,2020-05-17,40,1,97,0,2,0,2020-11-26
Ochiltree,2020-05-18,41,1,98,1,2,0,2020-11-26
Ochiltree,2020-05-19,40,-1,99,1,2,0,2020-11-26
Ochiltree,2020-05-20,41,1,99,0,2,0,2020-11-26
Ochiltree,2020-05-21,41,0,99,0,2,0,2020-11-26
Ochiltree,2020-05-22,42,1,100,1,2,0,2020-11-26
Ochiltree,2020-05-23,42,0,,,2,0,2020-11-26
Ochiltree,2020-05-24,43,1,103,3,2,0,2020-11-26
Ochiltree,2020-05-25,43,0,103,0,2,0,2020-11-26
Ochiltree,2020-05-26,43,0,107,4,2,0,2020-11-26
Ochiltree,2020-05-27,43,0,108,1,2,0,2020-11-26
Ochiltree,2020-05-28,48,5,108,0,2,0,2020-11-26
Ochiltree,2020-05-29,49,1,109,1,2,0,2020-11-26
Ochiltree,2020-05-30,49,0,110,1,2,0,2020-11-26
Ochiltree,2020-05-31,49,0,110,0,2,0,2020-11-26
Ochiltree,2020-06-01,49,0,119,9,2,0,2020-11-26
Ochiltree,2020-06-02,49,0,124,5,2,0,2020-11-26
Ochiltree,2020-06-03,50,1,126,2,2,0,2020-11-26
Ochiltree,2020-06-04,51,1,129,3,2,0,2020-11-26
Ochiltree,2020-06-05,51,0,129,0,2,0,2020-11-26
Ochiltree,2020-06-06,51,0,131,2,2,0,2020-11-26
Ochiltree,2020-06-07,51,0,131,0,2,0,2020-11-26
Ochiltree,2020-06-08,51,0,131,0,2,0,2020-11-26
Ochiltree,2020-06-09,52,1,133,2,2,0,2020-11-26
Ochiltree,2020-06-10,52,0,,,2,0,2020-11-26
Ochiltree,2020-06-11,52,0,136,3,2,0,2020-11-26
Ochiltree,2020-06-12,53,1,136,0,2,0,2020-11-26
Ochiltree,2020-06-13,53,0,136,0,2,0,2020-11-26
Ochiltree,2020-06-14,53,0,138,2,2,0,2020-11-26
Ochiltree,2020-06-15,53,0,138,0,2,0,2020-11-26
Ochiltree,2020-06-16,53,0,138,0,2,0,2020-11-26
Ochiltree,2020-06-17,53,0,138,0,2,0,2020-11-26
Ochiltree,2020-06-18,53,0,138,0,2,0,2020-11-26
Ochiltree,2020-06-19,53,0,141,3,2,0,2020-11-26
Ochiltree,2020-06-20,53,0,144,3,2,0,2020-11-26
Ochiltree,2020-06-21,53,0,145,1,2,0,2020-11-26
Ochiltree,2020-06-22,53,0,145,0,2,0,2020-11-26
Ochiltree,2020-06-23,53,0,147,2,2,0,2020-11-26
Ochiltree,2020-06-24,53,0,147,0,2,0,2020-11-26
Ochiltree,2020-06-25,53,0,148,1,2,0,2020-11-26
Ochiltree,2020-06-26,53,0,148,0,2,0,2020-11-26
Ochiltree,2020-06-27,53,0,151,3,2,0,2020-11-26
Ochiltree,2020-06-28,53,0,152,1,2,0,2020-11-26
Ochiltree,2020-06-29,53,0,154,2,2,0,2020-11-26
Ochiltree,2020-06-30,53,0,156,2,2,0,2020-11-26
Ochiltree,2020-07-01,53,0,156,0,2,0,2020-11-26
Ochiltree,2020-07-02,53,0,157,1,2,0,2020-11-26
Ochiltree,2020-07-03,53,0,157,0,2,0,2020-11-26
Ochiltree,2020-07-04,53,0,157,0,2,0,2020-11-26
Ochiltree,2020-07-05,53,0,157,0,2,0,2020-11-26
Ochiltree,2020-07-06,53,0,158,1,2,0,2020-11-26
Ochiltree,2020-07-07,60,7,159,1,2,0,2020-11-26
Ochiltree,2020-07-08,60,0,159,0,2,0,2020-11-26
Ochiltree,2020-07-09,60,0,160,1,2,0,2020-11-26
Ochiltree,2020-07-10,60,0,160,0,2,0,2020-11-26
Ochiltree,2020-07-11,63,3,160,0,2,0,2020-11-26
Ochiltree,2020-07-12,63,0,160,0,2,0,2020-11-26
Ochiltree,2020-07-13,63,0,160,0,2,0,2020-11-26
Ochiltree,2020-07-14,62,-1,160,0,2,0,2020-11-26
Ochiltree,2020-07-15,62,0,160,0,2,0,2020-11-26
Ochiltree,2020-07-16,62,0,161,1,2,0,2020-11-26
Ochiltree,2020-07-17,62,0,161,0,2,0,2020-11-26
Ochiltree,2020-07-18,62,0,160,-1,2,0,2020-11-26
Ochiltree,2020-07-19,62,0,161,1,2,0,2020-11-26
Ochiltree,2020-07-20,62,0,162,1,2,0,2020-11-26
Ochiltree,2020-07-21,62,0,162,0,2,0,2020-11-26
Ochiltree,2020-07-22,63,1,162,0,2,0,2020-11-26
Ochiltree,2020-07-23,63,0,163,1,2,0,2020-11-26
Ochiltree,2020-07-24,68,5,163,0,2,0,2020-11-26
Ochiltree,2020-07-25,75,7,163,0,2,0,2020-11-26
Ochiltree,2020-07-26,75,0,166,3,2,0,2020-11-26
Ochiltree,2020-07-27,75,0,167,1,2,0,2020-11-26
Ochiltree,2020-07-28,76,1,167,0,2,0,2020-11-26
Ochiltree,2020-07-29,78,2,167,0,2,0,2020-11-26
Ochiltree,2020-07-30,78,0,168,1,2,0,2020-11-26
Ochiltree,2020-07-31,82,4,168,0,2,0,2020-11-26
Ochiltree,2020-08-01,84,2,171,3,2,0,2020-11-26
Ochiltree,2020-08-02,84,0,179,8,2,0,2020-11-26
Ochiltree,2020-08-03,84,0,181,2,2,0,2020-11-26
Ochiltree,2020-08-04,86,2,185,4,2,0,2020-11-26
Ochiltree,2020-08-05,89,3,187,2,2,0,2020-11-26
Ochiltree,2020-08-06,91,2,191,4,2,0,2020-11-26
Ochiltree,2020-08-07,94,3,197,6,2,0,2020-11-26
Ochiltree,2020-08-08,95,1,200,3,2,0,2020-11-26
Ochiltree,2020-08-09,95,0,203,3,2,0,2020-11-26
Ochiltree,2020-08-10,95,0,211,8,2,0,2020-11-26
Ochiltree,2020-08-11,95,0,212,1,2,0,2020-11-26
Ochiltree,2020-08-12,99,4,213,1,2,0,2020-11-26
Ochiltree,2020-08-13,100,1,214,1,2,0,2020-11-26
Ochiltree,2020-08-14,100,0,214,0,2,0,2020-11-26
Ochiltree,2020-08-15,100,0,214,0,3,1,2020-11-26
Ochiltree,2020-08-16,100,0,216,2,3,0,2020-11-26
Ochiltree,2020-08-17,100,0,220,4,3,0,2020-11-26
Ochiltree,2020-08-18,100,0,222,2,3,0,2020-11-26
Ochiltree,2020-08-19,100,0,222,0,3,0,2020-11-26
Ochiltree,2020-08-20,101,1,222,0,3,0,2020-11-26
Ochiltree,2020-08-21,102,1,225,3,3,0,2020-11-26
Ochiltree,2020-08-22,102,0,227,2,3,0,2020-11-26
Ochiltree,2020-08-23,102,0,228,1,3,0,2020-11-26
Ochiltree,2020-08-24,102,0,228,0,3,0,2020-11-26
Ochiltree,2020-08-25,103,1,229,1,4,1,2020-11-26
Ochiltree,2020-08-26,104,1,232,3,4,0,2020-11-26
Ochiltree,2020-08-27,105,1,233,1,4,0,2020-11-26
Ochiltree,2020-08-28,106,1,239,6,4,0,2020-11-26
Ochiltree,2020-08-29,109,3,239,0,4,0,2020-11-26
Ochiltree,2020-08-30,109,0,242,3,4,0,2020-11-26
Ochiltree,2020-08-31,109,0,242,0,4,0,2020-11-26
Ochiltree,2020-09-01,110,1,242,0,4,0,2020-11-26
Ochiltree,2020-09-02,110,0,245,3,4,0,2020-11-26
Ochiltree,2020-09-03,110,0,247,2,4,0,2020-11-26
Ochiltree,2020-09-04,110,0,247,0,4,0,2020-11-26
Ochiltree,2020-09-05,111,1,250,3,4,0,2020-11-26
Ochiltree,2020-09-06,111,0,252,2,4,0,2020-11-26
Ochiltree,2020-09-07,111,0,253,1,4,0,2020-11-26
Ochiltree,2020-09-08,111,0,254,1,4,0,2020-11-26
Ochiltree,2020-09-09,113,2,257,3,4,0,2020-11-26
Ochiltree,2020-09-10,114,1,257,0,4,0,2020-11-26
Ochiltree,2020-09-11,114,0,264,7,4,0,2020-11-26
Ochiltree,2020-09-12,115,1,274,10,5,1,2020-11-26
Ochiltree,2020-09-13,115,0,,,5,0,2020-11-26
Ochiltree,2020-09-14,115,0,,,5,0,2020-11-26
Ochiltree,2020-09-15,119,4,,,5,0,2020-11-26
Ochiltree,2020-09-16,122,3,,,5,0,2020-11-26
Ochiltree,2020-09-17,122,0,,,5,0,2020-11-26
Ochiltree,2020-09-18,127,5,,,5,0,2020-11-26
Ochiltree,2020-09-19,127,0,,,5,0,2020-11-26
Ochiltree,2020-09-20,127,0,,,5,0,2020-11-26
Ochiltree,2020-09-21,127,0,,,5,0,2020-11-26
Ochiltree,2020-09-22,127,0,,,5,0,2020-11-26
Ochiltree,2020-09-23,133,6,,,5,0,2020-11-26
Ochiltree,2020-09-24,133,0,,,5,0,2020-11-26
Ochiltree,2020-09-25,133,0,,,5,0,2020-11-26
Ochiltree,2020-09-26,137,4,,,5,0,2020-11-26
Ochiltree,2020-09-27,137,0,,,5,0,2020-11-26
Ochiltree,2020-09-28,137,0,,,5,0,2020-11-26
Ochiltree,2020-09-29,137,0,,,5,0,2020-11-26
Ochiltree,2020-09-30,140,3,,,5,0,2020-11-26
Ochiltree,2020-10-01,140,0,,,5,0,2020-11-26
Ochiltree,2020-10-02,144,4,,,5,0,2020-11-26
Ochiltree,2020-10-03,144,0,,,5,0,2020-11-26
Ochiltree,2020-10-04,144,0,,,5,0,2020-11-26
Ochiltree,2020-10-05,144,0,,,5,0,2020-11-26
Ochiltree,2020-10-06,144,0,,,5,0,2020-11-26
Ochiltree,2020-10-07,165,21,,,5,0,2020-11-26
Ochiltree,2020-10-08,169,4,,,5,0,2020-11-26
Ochiltree,2020-10-09,169,0,,,5,0,2020-11-26
Ochiltree,2020-10-10,195,26,,,5,0,2020-11-26
Ochiltree,2020-10-11,195,0,,,5,0,2020-11-26
Ochiltree,2020-10-12,195,0,,,5,0,2020-11-26
Ochiltree,2020-10-13,203,8,,,5,0,2020-11-26
Ochiltree,2020-10-14,211,8,,,5,0,2020-11-26
Ochiltree,2020-10-15,226,15,,,6,1,2020-11-26
Ochiltree,2020-10-16,255,29,,,6,0,2020-11-26
Ochiltree,2020-10-17,256,1,,,6,0,2020-11-26
Ochiltree,2020-10-18,256,0,,,6,0,2020-11-26
Ochiltree,2020-10-19,256,0,,,6,0,2020-11-26
Ochiltree,2020-10-20,266,10,,,6,0,2020-11-26
Ochiltree,2020-10-21,279,13,,,6,0,2020-11-26
Ochiltree,2020-10-22,288,9,,,6,0,2020-11-26
Ochiltree,2020-10-23,297,9,,,6,0,2020-11-26
Ochiltree,2020-10-24,302,5,,,6,0,2020-11-26
Ochiltree,2020-10-25,302,0,,,6,0,2020-11-26
Ochiltree,2020-10-26,302,0,,,6,0,2020-11-26
Ochiltree,2020-10-27,305,3,,,6,0,2020-11-26
Ochiltree,2020-10-28,305,0,,,6,0,2020-11-26
Ochiltree,2020-10-29,305,0,,,6,0,2020-11-26
Ochiltree,2020-10-30,310,5,,,6,0,2020-11-26
Ochiltree,2020-10-31,338,28,,,6,0,2020-11-26
Ochiltree,2020-11-01,338,0,,,6,0,2020-11-26
Ochiltree,2020-11-02,338,0,,,6,0,2020-11-26
Ochiltree,2020-11-03,341,3,,,6,0,2020-11-26
Ochiltree,2020-11-04,341,0,,,6,0,2020-11-26
Ochiltree,2020-11-05,341,0,,,6,0,2020-11-26
Ochiltree,2020-11-06,341,0,,,6,0,2020-11-26
Ochiltree,2020-11-07,360,19,,,6,0,2020-11-26
Ochiltree,2020-11-08,360,0,,,6,0,2020-11-26
Ochiltree,2020-11-09,360,0,,,6,0,2020-11-26
Ochiltree,2020-11-10,361,1,,,6,0,2020-11-26
Ochiltree,2020-11-11,361,0,,,6,0,2020-11-26
Ochiltree,2020-11-12,361,0,,,6,0,2020-11-26
Ochiltree,2020-11-13,378,17,,,6,0,2020-11-26
Ochiltree,2020-11-14,458,80,,,6,0,2020-11-26
Ochiltree,2020-11-15,458,0,,,6,0,2020-11-26
